"missing_rate","missing_percent","replication","model","realised_training_missing_fraction","gnar_training_rows","rmse","mae","coverage_95"
0.4,40,4,"Bayesian Gaussian GNAR",0.389954337899543,1952,3.81695590115969,2.73202959448486,0.922072072072072
0.4,40,5,"Persistence",0.399315068493151,1921,4.31254279143717,3.05526021237217,NA
0.4,40,5,"Ridge VAR",0.399315068493151,1921,3.92960485211704,2.76719357843524,NA
0.4,40,5,"OLS GNAR",0.399315068493151,1921,3.83277569861347,2.72115138323268,NA
0.4,40,5,"Bayesian Gaussian GNAR",0.399315068493151,1921,3.83267147098077,2.72180347306509,0.918018018018018
0.4,40,6,"Persistence",0.396004566210046,1956,4.30787813452016,3.04932789255235,NA
0.4,40,6,"Ridge VAR",0.396004566210046,1956,3.91627356879466,2.74115546029788,NA
0.4,40,6,"OLS GNAR",0.396004566210046,1956,3.83244307132014,2.71905655541804,NA
0.4,40,6,"Bayesian Gaussian GNAR",0.396004566210046,1956,3.83219924998627,2.71933541156436,0.917117117117117
0.4,40,7,"Persistence",0.397716894977169,1923,4.30566738543551,3.04901580546526,NA
0.4,40,7,"Ridge VAR",0.397716894977169,1923,3.90038947117801,2.81129735430061,NA
0.4,40,7,"OLS GNAR",0.397716894977169,1923,3.87037441114624,2.70646743408494,NA
0.4,40,7,"Bayesian Gaussian GNAR",0.397716894977169,1923,3.87010518066035,2.70677817145587,0.916666666666667
0.4,40,8,"Persistence",0.405365296803653,1824,4.30478505603985,3.04478246968383,NA
0.4,40,8,"Ridge VAR",0.405365296803653,1824,3.90905566041099,2.79589458882757,NA
0.4,40,8,"OLS GNAR",0.405365296803653,1824,3.84767919417678,2.72119251993773,NA
0.4,40,8,"Bayesian Gaussian GNAR",0.405365296803653,1824,3.84686656969633,2.72069800301371,0.931531531531532
0.4,40,9,"Persistence",0.393949771689498,1985,4.30432057859822,3.0460714997465,NA
0.4,40,9,"Ridge VAR",0.393949771689498,1985,3.96416886387206,2.85629289953022,NA
0.4,40,9,"OLS GNAR",0.393949771689498,1985,3.8326874364349,2.71694192997923,NA
0.4,40,9,"Bayesian Gaussian GNAR",0.393949771689498,1985,3.8329256175027,2.71688940187361,0.927477477477477
0.4,40,10,"Persistence",0.386643835616438,2001,4.30722157076116,3.0474527399541,NA
0.4,40,10,"Ridge VAR",0.386643835616438,2001,3.86562026999326,2.7474389261624,NA
0.4,40,10,"OLS GNAR",0.386643835616438,2001,3.83297097705711,2.72566039113147,NA
0.4,40,10,"Bayesian Gaussian GNAR",0.386643835616438,2001,3.83387313373181,2.72558697858612,0.929279279279279
0.5,50,1,"Persistence",0.491666666666667,1147,4.30460516606399,3.04767225947362,NA
0.5,50,1,"Ridge VAR",0.491666666666667,1147,3.8726261143951,2.79523677626019,NA
0.5,50,1,"OLS GNAR",0.491666666666667,1147,3.87610850718121,2.71511758153484,NA
0.5,50,1,"Bayesian Gaussian GNAR",0.491666666666667,1147,3.87648105743103,2.71463985633323,0.916216216216216
0.5,50,2,"Persistence",0.498972602739726,1056,4.30709467944359,3.04985857948929,NA
0.5,50,2,"Ridge VAR",0.498972602739726,1056,3.98102522950842,2.82270670355067,NA
