"parameter","posterior_mean","lower_95","upper_95"
"intercept",2.03294148472185,1.88115484236325,2.18189591166765
"alpha_lag1",0.426353197699506,0.39574809780595,0.456625892374407
"beta_lag1_stage1",0.446272458919291,0.405192551631527,0.487047098678622
"alpha_lag2",0.0176764299148306,-0.0126118937472859,0.0478532726944835
"beta_lag2_stage1",-0.195990725412826,-0.236419831086309,-0.15529728777332
