"parameter","posterior_mean","lower_95","upper_95"
"intercept",1.82685672827925,1.7004870341862,1.95506469532917
"alpha_lag1",0.443502625867569,0.412367145697962,0.474369620748587
"beta_lag1_stage1",0.341551797808806,0.301656644725086,0.381808848724047
"alpha_lag2",0.0258139346182094,0.000337242950470216,0.0514555572644919
"beta_lag2_stage1",-0.148584018939339,-0.182775863068536,-0.113991427563441
