"date","site_id","observed","fitted","residual"
2024-02-28,"BIRR",7.614,9.36934362529888,-1.75534362529888
2024-02-28,"BLC2",8.2135,8.84773397344973,-0.634233973449735
2024-02-28,"BOTR",9.11754166666667,8.38243520045419,0.735106466212477
2024-02-28,"GHSR",7.278875,6.72047782908594,0.558397170914056
2024-02-28,"LEAM",5.26433333333333,7.86388138922745,-2.59954805589412
2024-02-28,"NPT3",6.005375,7.2757288099028,-1.2703538099028
2024-02-28,"REA1",5.194625,6.99438826301692,-1.79976326301692
2024-02-28,"SOUT",3.92883333333333,7.23795458977019,-3.30912125643686
2024-02-28,"WREX",5.32425,6.4834160868291,-1.1591660868291
2024-02-28,"LEAR",5.42054166666667,7.53676496419258,-2.1162232975259
2024-02-28,"PLYM",6.16758333333333,7.4306761074241,-1.26309277409077
2024-02-28,"SHDG",8.982875,7.98509768612332,0.997777313876675
2024-02-28,"SHE",10.5032083333333,8.26746694629886,2.23574138703444
2024-02-28,"BEL2",7.56583333333333,8.56299157192963,-0.997158238596299
2024-02-28,"GLKP",6.86916666666667,6.30818053643492,0.560986130231748
2024-02-28,"LECU",7.37225,8.12610278891718,-0.75385278891718
2024-02-28,"SUN2",8.180125,6.54705208263244,1.63307291736756
2024-02-28,"TRAN",7.155125,7.22913908886243,-0.0740140888624321
2024-02-28,"STOK",8.03366666666667,9.02556082782082,-0.991894161154152
2024-02-28,"BEX",4.84283333333333,7.33183478743116,-2.48900145409783
2024-02-28,"SEND",5.15820833333333,6.60617718252517,-1.44796884919184
2024-02-28,"HUL2",12.1629583333333,8.84381071582454,3.31914761750876
2024-02-28,"PEMB",3.76370833333333,5.4827679451042,-1.71905961177087
2024-02-28,"WFEN",6.925125,6.21429097278232,0.710834027217683
2024-02-28,"OSY",5.86775,6.26399508325176,-0.396245083251758
2024-02-28,"ACTH",4.272875,4.67438294207144,-0.401507942071438
2024-02-28,"COPP",7.10395833333333,8.12430622755749,-1.02034789422416
2024-02-29,"EB",3.21833333333333,5.51929168285731,-2.30095834952398
2024-02-29,"IMGM",5.75570833333333,7.91854294083658,-2.16283460750325
2024-02-29,"PRES",6.65695833333333,6.96872946078972,-0.311771127456394
2024-02-29,"BIRR",7.0185,7.53175247889187,-0.513252478891867
2024-02-29,"BLC2",7.93433333333333,7.59155115580519,0.34278217752814
2024-02-29,"BOTR",5.79125,7.69363353373408,-1.90238353373408
2024-02-29,"GHSR",5.46095833333333,6.36939674363046,-0.908438410297125
2024-02-29,"LEAM",4.81533333333333,6.05650930985602,-1.24117597652269
2024-02-29,"NPT3",5.061875,6.42974384754084,-1.36786884754084
2024-02-29,"REA1",3.48270833333333,5.99995822503835,-2.51724989170502
2024-02-29,"SOUT",4.11725,5.72117302042728,-1.60392302042728
2024-02-29,"WREX",5.68604166666667,5.92278092340625,-0.236739256739579
2024-02-29,"LEAR",4.5205,6.01790056779443,-1.49740056779443
2024-02-29,"PLYM",6.20275,7.11382283640207,-0.91107283640207
2024-02-29,"SHDG",6.241125,7.96670724708491,-1.72558224708491
2024-02-29,"SHE",6.330625,8.44922365426356,-2.11859865426356
2024-02-29,"BEL2",5.751875,7.2905655752242,-1.5386905752242
2024-02-29,"GLKP",4.94416666666667,6.02916517494289,-1.08499850827622
2024-02-29,"LECU",5.8815,6.91435214492313,-1.03285214492313
2024-02-29,"SUN2",5.13758333333333,7.2849692988787,-2.14738596554538
2024-02-29,"TRAN",5.40104166666667,6.8423214188762,-1.44127975220953
2024-02-29,"STOK",5.09045833333333,7.32725402010679,-2.23679568677346
2024-02-29,"BEX",2.46858333333333,6.40419183392583,-3.9356085005925
2024-02-29,"SEND",2.726,6.34161132750197,-3.61561132750197
2024-02-29,"HUL2",7.38104166666667,9.31518872665665,-1.93414705998998
2024-02-29,"PEMB",5.345,5.03422548046989,0.310774519530114
2024-02-29,"WFEN",2.56983333333333,6.64981539138657,-4.07998205805324
2024-02-29,"OSY",3.30783333333333,6.551991909148,-3.24415857581467
2024-02-29,"ACTH",2.93729166666667,4.29395175724426,-1.35666009057759
2024-02-29,"COPP",5.21229166666667,6.94254023515272,-1.73024856848605
2024-03-01,"EB",4.600125,4.5391673980846,0.0609576019154012
2024-03-01,"IMGM",5.71945833333333,5.64583997167175,0.073618361661584
2024-03-01,"PRES",4.50183333333333,5.7903134106186,-1.28848007728527
2024-03-01,"BIRR",3.860125,6.50362276203689,-2.64349776203689
2024-03-01,"BLC2",5.46483333333333,6.66051306438963,-1.1956797310563
2024-03-01,"BOTR",3.34808333333333,5.60993964685924,-2.26185631352591
2024-03-01,"GHSR",4.78970833333333,4.83359292055989,-0.0438845872265583
2024-03-01,"LEAM",2.86470833333333,5.08274460592057,-2.21803627258724
2024-03-01,"NPT3",3.426625,5.23582100379706,-1.80919600379706
2024-03-01,"REA1",2.88729166666667,4.52724270455817,-1.6399510378915
2024-03-01,"SOUT",3.43891304347826,4.97275606383065,-1.53384302035239
2024-03-01,"WREX",3.59579166666667,5.20309625022478,-1.60730458355811
2024-03-01,"LEAR",2.67583333333333,4.86584820498711,-2.19001487165378
2024-03-01,"PLYM",5.41170833333333,6.26246514801485,-0.850756814681525
2024-03-01,"SHDG",6.424,6.07504445164139,0.348955548358609
2024-03-01,"SHE",5.33808333333333,6.01851585550109,-0.680432522167758
2024-03-01,"BEL2",6.12920833333333,5.79116648627623,0.338041847057103
2024-03-01,"GLKP",4.455625,4.45027734253404,0.00534765746596477
2024-03-01,"LECU",3.10633333333333,5.53096567722743,-2.4246323438941
2024-03-01,"SUN2",7.68291666666667,5.25394578460017,2.4289708820665
2024-03-01,"TRAN",4.09691666666667,5.33185220539009,-1.23493553872342
2024-03-01,"STOK",3.653625,5.42384896679245,-1.77022396679245
2024-03-01,"BEX",3.588875,4.68455684998816,-1.09568184998816
2024-03-01,"SEND",3.38541666666667,4.57582684483572,-1.19041017816905
2024-03-01,"HUL2",5.61233333333333,6.64686973776247,-1.03453640442914
2024-03-01,"PEMB",2.97466666666667,4.76204122119249,-1.78737455452582
2024-03-01,"WFEN",3.871875,4.14332276602596,-0.271447766025957
2024-03-01,"OSY",3.84816666666667,4.71760819345982,-0.869441526793154
2024-03-01,"ACTH",3.32154166666667,2.93749826163401,0.384043405032656
2024-03-01,"COPP",3.713625,5.41004197589657,-1.69641697589657
2024-03-02,"EB",4.973375,4.92988228691597,0.0434927130840324
2024-03-02,"IMGM",3.70779166666667,5.56009663809173,-1.85230497142506
