"model","date","site_id","observed","forecast"
"Gaussian GNAR baseline",2024-12-29,"BEL2",5.18779166666667,7.01537013553178
"Gaussian GNAR baseline",2024-12-29,"GLKP",3.90441666666667,5.8293905337618
"Gaussian GNAR baseline",2024-12-29,"LECU",4.12345833333333,6.72989666192141
"Gaussian GNAR baseline",2024-12-29,"SUN2",2.155125,6.04003366223034
"Gaussian GNAR baseline",2024-12-29,"TRAN",3.070875,10.4698401727416
"Gaussian GNAR baseline",2024-12-29,"STOK",2.81745833333333,6.97889311536807
"Gaussian GNAR baseline",2024-12-29,"BEX",6.39158333333333,7.75960773648873
"Gaussian GNAR baseline",2024-12-29,"SEND",6.61370833333333,6.91340942856812
"Gaussian GNAR baseline",2024-12-29,"HUL2",5.204375,8.2813227558036
"Gaussian GNAR baseline",2024-12-29,"PEMB",3.0445,6.26811447359383
"Gaussian GNAR baseline",2024-12-29,"WFEN",4.78679166666667,6.41655215481274
"Gaussian GNAR baseline",2024-12-29,"OSY",5.407,5.65587829803003
"Gaussian GNAR baseline",2024-12-29,"ACTH",2.24754166666667,4.40488730316088
"Gaussian GNAR baseline",2024-12-29,"COPP",2.6465,6.80112831071493
"Gaussian GNAR baseline",2024-12-30,"EB",2.47741666666667,4.83880222396378
"Gaussian GNAR baseline",2024-12-30,"IMGM",1.71779166666667,4.84043069556982
"Gaussian GNAR baseline",2024-12-30,"PRES",3.57320833333333,4.25314555796097
"Gaussian GNAR baseline",2024-12-30,"BIRR",1.95758333333333,3.8980139606041
"Gaussian GNAR baseline",2024-12-30,"BLC2",6.14195833333333,4.7966766589293
"Gaussian GNAR baseline",2024-12-30,"BOTR",1.78358333333333,4.22361341332677
"Gaussian GNAR baseline",2024-12-30,"GHSR",3.31370833333333,4.32446588143476
"Gaussian GNAR baseline",2024-12-30,"LEAM",1.529125,4.06732922085337
"Gaussian GNAR baseline",2024-12-30,"NPT3",1.973375,5.88169247064559
"Gaussian GNAR baseline",2024-12-30,"REA1",1.75225,4.10038453582375
"Gaussian GNAR baseline",2024-12-30,"SOUT",2.15308333333333,4.23312018422346
"Gaussian GNAR baseline",2024-12-30,"WREX",1.37091666666667,3.68578298993856
"Gaussian GNAR baseline",2024-12-30,"LEAR",1.50045833333333,4.03849554778271
"Gaussian GNAR baseline",2024-12-30,"PLYM",2.91575,4.4183074799133
"Gaussian GNAR baseline",2024-12-30,"SHDG",1.727625,4.10453477618957
"Gaussian GNAR baseline",2024-12-30,"SHE",1.57329166666667,3.97140353897148
"Gaussian GNAR baseline",2024-12-30,"BEL2",3.7175,4.76544305999704
"Gaussian GNAR baseline",2024-12-30,"GLKP",3.04829166666667,4.17050596938705
"Gaussian GNAR baseline",2024-12-30,"LECU",1.61758333333333,4.31521517537465
"Gaussian GNAR baseline",2024-12-30,"SUN2",3.52591666666667,3.45292353826936
"Gaussian GNAR baseline",2024-12-30,"TRAN",2.836,4.0583074262655
"Gaussian GNAR baseline",2024-12-30,"STOK",1.73845833333333,3.78790429114668
"Gaussian GNAR baseline",2024-12-30,"BEX",2.62970833333333,5.30259980426012
"Gaussian GNAR baseline",2024-12-30,"SEND",2.48133333333333,5.34787327412624
"Gaussian GNAR baseline",2024-12-30,"HUL2",3.56133333333333,4.84274499159704
"Gaussian GNAR baseline",2024-12-30,"PEMB",1.65091666666667,3.84499587158326
"Gaussian GNAR baseline",2024-12-30,"WFEN",2.04195833333333,4.55757471651721
"Gaussian GNAR baseline",2024-12-30,"OSY",3.468,4.77973456989413
"Gaussian GNAR baseline",2024-12-30,"ACTH",1.871125,3.40859276831628
"Gaussian GNAR baseline",2024-12-30,"COPP",1.524125,3.70853823999038
"Gaussian GNAR baseline",2024-12-31,"EB",6.12125,3.46474991062198
"Gaussian GNAR baseline",2024-12-31,"IMGM",1.7365,3.15852452469128
"Gaussian GNAR baseline",2024-12-31,"PRES",2.070625,3.88494621549329
"Gaussian GNAR baseline",2024-12-31,"BIRR",2.62579166666667,3.20373065031748
"Gaussian GNAR baseline",2024-12-31,"BLC2",6.28729166666667,4.97370035465819
"Gaussian GNAR baseline",2024-12-31,"BOTR",2.15304166666667,3.149381391195
"Gaussian GNAR baseline",2024-12-31,"GHSR",4.2305,3.78708222856855
"Gaussian GNAR baseline",2024-12-31,"LEAM",2.14720833333333,3.03554131996576
"Gaussian GNAR baseline",2024-12-31,"NPT3",3.13495833333333,3.32389042197091
"Gaussian GNAR baseline",2024-12-31,"REA1",3.147625,3.13188307338176
"Gaussian GNAR baseline",2024-12-31,"SOUT",5.41179166666667,3.2980001843146
"Gaussian GNAR baseline",2024-12-31,"WREX",1.56154166666667,2.94484572039435
"Gaussian GNAR baseline",2024-12-31,"LEAR",2.17575,3.02269613420205
"Gaussian GNAR baseline",2024-12-31,"PLYM",6.21954166666667,3.61991815226011
"Gaussian GNAR baseline",2024-12-31,"SHDG",1.2825,3.11029292089487
"Gaussian GNAR baseline",2024-12-31,"SHE",1.360125,3.04095253646973
"Gaussian GNAR baseline",2024-12-31,"BEL2",4.30916666666667,3.97575521384025
"Gaussian GNAR baseline",2024-12-31,"GLKP",4.011375,3.66908125445065
"Gaussian GNAR baseline",2024-12-31,"LECU",2.097125,3.08637065082718
"Gaussian GNAR baseline",2024-12-31,"SUN2",1.253,3.82235210948631
"Gaussian GNAR baseline",2024-12-31,"TRAN",1.73058333333333,3.56129902761091
"Gaussian GNAR baseline",2024-12-31,"STOK",1.67945833333333,3.10390893922138
"Gaussian GNAR baseline",2024-12-31,"BEX",4.37108333333333,3.55824325160625
"Gaussian GNAR baseline",2024-12-31,"SEND",4.044875,3.50272046936379
"Gaussian GNAR baseline",2024-12-31,"HUL2",2.28291666666667,3.91197004478449
"Gaussian GNAR baseline",2024-12-31,"PEMB",5.578875,3.07351314399259
"Gaussian GNAR baseline",2024-12-31,"WFEN",2.3005,3.27714137713927
"Gaussian GNAR baseline",2024-12-31,"OSY",4.325875,3.87859250987204
"Gaussian GNAR baseline",2024-12-31,"ACTH",1.97425,3.14441353955617
"Gaussian GNAR baseline",2024-12-31,"COPP",1.752125,3.01159747773063
"Peak-weighted GNAR q=0.95 weight=4",2024-10-19,"EB",4.59525,5.16916597127733
"Peak-weighted GNAR q=0.95 weight=4",2024-10-19,"IMGM",5.39895833333333,5.68749145288793
"Peak-weighted GNAR q=0.95 weight=4",2024-10-19,"PRES",6.41229166666667,5.70675597162035
"Peak-weighted GNAR q=0.95 weight=4",2024-10-19,"BIRR",6.5575,6.15891968390165
"Peak-weighted GNAR q=0.95 weight=4",2024-10-19,"BLC2",6.879,5.70557351611239
"Peak-weighted GNAR q=0.95 weight=4",2024-10-19,"BOTR",7.903875,6.40009920075358
"Peak-weighted GNAR q=0.95 weight=4",2024-10-19,"GHSR",8.922,4.77108054974351
"Peak-weighted GNAR q=0.95 weight=4",2024-10-19,"LEAM",4.81916666666667,5.45815173288735
"Peak-weighted GNAR q=0.95 weight=4",2024-10-19,"NPT3",7.3635,6.14621086999378
"Peak-weighted GNAR q=0.95 weight=4",2024-10-19,"REA1",5.85308333333333,5.42434958154642
"Peak-weighted GNAR q=0.95 weight=4",2024-10-19,"SOUT",6.33054166666667,6.01892404910404
"Peak-weighted GNAR q=0.95 weight=4",2024-10-19,"WREX",5.33908333333333,5.4694184097078
"Peak-weighted GNAR q=0.95 weight=4",2024-10-19,"LEAR",4.47325,5.24336539371276
"Peak-weighted GNAR q=0.95 weight=4",2024-10-19,"PLYM",8.988875,7.8535216906089
"Peak-weighted GNAR q=0.95 weight=4",2024-10-19,"SHDG",7.30645833333333,5.920928225509
"Peak-weighted GNAR q=0.95 weight=4",2024-10-19,"SHE",6.90154166666667,6.70024691431313
"Peak-weighted GNAR q=0.95 weight=4",2024-10-19,"BEL2",9.75929166666667,6.386164243336
"Peak-weighted GNAR q=0.95 weight=4",2024-10-19,"GLKP",8.60645833333333,4.65171368808226
"Peak-weighted GNAR q=0.95 weight=4",2024-10-19,"LECU",5.63204166666667,5.47127870458833
"Peak-weighted GNAR q=0.95 weight=4",2024-10-19,"SUN2",7.334,6.03087691214354
"Peak-weighted GNAR q=0.95 weight=4",2024-10-19,"TRAN",6.15083333333333,5.44873909698661
"Peak-weighted GNAR q=0.95 weight=4",2024-10-19,"STOK",5.43045833333333,6.06104434212064
"Peak-weighted GNAR q=0.95 weight=4",2024-10-19,"BEX",5.739,7.02536735726945
"Peak-weighted GNAR q=0.95 weight=4",2024-10-19,"SEND",5.04825,6.61546736963735
"Peak-weighted GNAR q=0.95 weight=4",2024-10-19,"HUL2",6.60575,7.26259690455496
"Peak-weighted GNAR q=0.95 weight=4",2024-10-19,"PEMB",8.29804166666667,6.07814992473383
"Peak-weighted GNAR q=0.95 weight=4",2024-10-19,"WFEN",4.16383333333333,5.61664552155625
"Peak-weighted GNAR q=0.95 weight=4",2024-10-19,"OSY",4.5675,6.49057128536385
"Peak-weighted GNAR q=0.95 weight=4",2024-10-19,"ACTH",5.07070833333333,4.2799327037965
"Peak-weighted GNAR q=0.95 weight=4",2024-10-19,"COPP",5.82845833333333,5.59074661310125
"Peak-weighted GNAR q=0.95 weight=4",2024-10-20,"EB",6.81508333333333,6.7351593696014
"Peak-weighted GNAR q=0.95 weight=4",2024-10-20,"IMGM",6.42404166666667,7.12779317290634
"Peak-weighted GNAR q=0.95 weight=4",2024-10-20,"PRES",7.73504166666667,7.61187930386515
"Peak-weighted GNAR q=0.95 weight=4",2024-10-20,"BIRR",7.80470833333333,7.6885101106955
"Peak-weighted GNAR q=0.95 weight=4",2024-10-20,"BLC2",10.3086666666667,7.83455821976418
"Peak-weighted GNAR q=0.95 weight=4",2024-10-20,"BOTR",7.56970833333333,8.33557335499029
"Peak-weighted GNAR q=0.95 weight=4",2024-10-20,"GHSR",6.33654166666667,8.7940038211268
"Peak-weighted GNAR q=0.95 weight=4",2024-10-20,"LEAM",7.55708333333333,6.84687814343037
"Peak-weighted GNAR q=0.95 weight=4",2024-10-20,"NPT3",10.0374166666667,8.07315688377071
"Peak-weighted GNAR q=0.95 weight=4",2024-10-20,"REA1",7.57079166666667,7.33990317563388
"Peak-weighted GNAR q=0.95 weight=4",2024-10-20,"SOUT",8.70775,7.57783535490238
"Peak-weighted GNAR q=0.95 weight=4",2024-10-20,"WREX",7.40270833333333,7.09535894435445
"Peak-weighted GNAR q=0.95 weight=4",2024-10-20,"LEAR",7.341875,6.67817942270468
"Peak-weighted GNAR q=0.95 weight=4",2024-10-20,"PLYM",13.4699583333333,8.87802571572297
"Peak-weighted GNAR q=0.95 weight=4",2024-10-20,"SHDG",7.46070833333333,8.0423783219118
"Peak-weighted GNAR q=0.95 weight=4",2024-10-20,"SHE",8.190875,7.86226008041673
"Peak-weighted GNAR q=0.95 weight=4",2024-10-20,"BEL2",7.01154166666667,9.2210431048818
"Peak-weighted GNAR q=0.95 weight=4",2024-10-20,"GLKP",5.92479166666667,8.64135650773025
"Peak-weighted GNAR q=0.95 weight=4",2024-10-20,"LECU",6.88875,7.23521396473419
"Peak-weighted GNAR q=0.95 weight=4",2024-10-20,"SUN2",7.268125,8.05744755416391
"Peak-weighted GNAR q=0.95 weight=4",2024-10-20,"TRAN",8.08566666666667,7.48267825455672
"Peak-weighted GNAR q=0.95 weight=4",2024-10-20,"STOK",7.63866666666667,7.14911341900601
"Peak-weighted GNAR q=0.95 weight=4",2024-10-20,"BEX",7.169875,7.31269242787814
"Peak-weighted GNAR q=0.95 weight=4",2024-10-20,"SEND",6.67158333333333,6.97602831575351
"Peak-weighted GNAR q=0.95 weight=4",2024-10-20,"HUL2",7.497125,7.73055862060311
"Peak-weighted GNAR q=0.95 weight=4",2024-10-20,"PEMB",11.4229583333333,8.518105188755
"Peak-weighted GNAR q=0.95 weight=4",2024-10-20,"WFEN",6.950625,6.53687577923983
"Peak-weighted GNAR q=0.95 weight=4",2024-10-20,"OSY",7.07645833333333,6.74446166262145
"Peak-weighted GNAR q=0.95 weight=4",2024-10-20,"ACTH",4.666875,6.94731456301337
"Peak-weighted GNAR q=0.95 weight=4",2024-10-20,"COPP",7.80183333333333,7.33119497827085
"Peak-weighted GNAR q=0.95 weight=4",2024-10-21,"EB",5.89833333333333,8.30281296402772
"Peak-weighted GNAR q=0.95 weight=4",2024-10-21,"IMGM",9.52113043478261,8.12266776606497
"Peak-weighted GNAR q=0.95 weight=4",2024-10-21,"PRES",7.22095833333333,8.75681243709578
"Peak-weighted GNAR q=0.95 weight=4",2024-10-21,"BIRR",12.4931666666667,8.79125488565115
"Peak-weighted GNAR q=0.95 weight=4",2024-10-21,"BLC2",8.54166666666667,9.98930405593919
"Peak-weighted GNAR q=0.95 weight=4",2024-10-21,"BOTR",11.6794583333333,8.69002548463547
"Peak-weighted GNAR q=0.95 weight=4",2024-10-21,"GHSR",6.29525,8.10958184449781
"Peak-weighted GNAR q=0.95 weight=4",2024-10-21,"LEAM",11.4859166666667,8.65887940781206
"Peak-weighted GNAR q=0.95 weight=4",2024-10-21,"NPT3",11.1125,9.86375008045854
"Peak-weighted GNAR q=0.95 weight=4",2024-10-21,"REA1",10.3047083333333,8.67384314746053
"Peak-weighted GNAR q=0.95 weight=4",2024-10-21,"SOUT",9.086125,9.22053382759067
"Peak-weighted GNAR q=0.95 weight=4",2024-10-21,"WREX",7.048,8.58941189114246
"Peak-weighted GNAR q=0.95 weight=4",2024-10-21,"LEAR",10.975875,8.55331859334347
"Peak-weighted GNAR q=0.95 weight=4",2024-10-21,"PLYM",12.5807083333333,11.515737740118
"Peak-weighted GNAR q=0.95 weight=4",2024-10-21,"SHDG",7.51079166666667,8.63312233124821
"Peak-weighted GNAR q=0.95 weight=4",2024-10-21,"SHE",7.89216666666667,8.97841877356837
"Peak-weighted GNAR q=0.95 weight=4",2024-10-21,"BEL2",6.43966666666667,8.43865607318616
"Peak-weighted GNAR q=0.95 weight=4",2024-10-21,"GLKP",6.09079166666667,7.91043612396328
"Peak-weighted GNAR q=0.95 weight=4",2024-10-21,"LECU",11.253,8.34642521670564
"Peak-weighted GNAR q=0.95 weight=4",2024-10-21,"SUN2",4.90383333333333,8.54140412736153
"Peak-weighted GNAR q=0.95 weight=4",2024-10-21,"TRAN",5.97626086956522,8.9220775749844
"Peak-weighted GNAR q=0.95 weight=4",2024-10-21,"STOK",9.32395833333333,8.70280637390517
"Peak-weighted GNAR q=0.95 weight=4",2024-10-21,"BEX",8.946625,8.48150990929637
"Peak-weighted GNAR q=0.95 weight=4",2024-10-21,"SEND",8.33229166666667,8.23799245206127
"Peak-weighted GNAR q=0.95 weight=4",2024-10-21,"HUL2",11.3050833333333,8.64480240331213
"Peak-weighted GNAR q=0.95 weight=4",2024-10-21,"PEMB",9.35829166666667,10.5328405801789
"Peak-weighted GNAR q=0.95 weight=4",2024-10-21,"WFEN",10.3271739130435,8.36400978824436
"Peak-weighted GNAR q=0.95 weight=4",2024-10-21,"OSY",9.571625,8.42737175317057
"Peak-weighted GNAR q=0.95 weight=4",2024-10-21,"ACTH",3.405125,7.28109434850328
"Peak-weighted GNAR q=0.95 weight=4",2024-10-21,"COPP",7.615,8.78394574736089
"Peak-weighted GNAR q=0.95 weight=4",2024-10-22,"EB",4.2305,8.1742022046994
"Peak-weighted GNAR q=0.95 weight=4",2024-10-22,"IMGM",7.0215,9.90060133810009
"Peak-weighted GNAR q=0.95 weight=4",2024-10-22,"PRES",6.46329166666667,8.81313649340363
"Peak-weighted GNAR q=0.95 weight=4",2024-10-22,"BIRR",8.561375,11.3307434184933
"Peak-weighted GNAR q=0.95 weight=4",2024-10-22,"BLC2",7.02629166666667,9.46462149451103
"Peak-weighted GNAR q=0.95 weight=4",2024-10-22,"BOTR",6.869125,10.9403519767281
"Peak-weighted GNAR q=0.95 weight=4",2024-10-22,"GHSR",6.103625,8.3598000479826
"Peak-weighted GNAR q=0.95 weight=4",2024-10-22,"LEAM",5.06895833333333,10.8478491725972
"Peak-weighted GNAR q=0.95 weight=4",2024-10-22,"NPT3",6.402375,10.6897711516144
"Peak-weighted GNAR q=0.95 weight=4",2024-10-22,"REA1",5.190625,10.2840323653954
"Peak-weighted GNAR q=0.95 weight=4",2024-10-22,"SOUT",6.91220833333333,9.71151870673961
"Peak-weighted GNAR q=0.95 weight=4",2024-10-22,"WREX",4.05858333333333,8.72785713781692
"Peak-weighted GNAR q=0.95 weight=4",2024-10-22,"LEAR",4.95091666666667,10.6025943929605
"Peak-weighted GNAR q=0.95 weight=4",2024-10-22,"PLYM",8.9575,11.41866923124
"Peak-weighted GNAR q=0.95 weight=4",2024-10-22,"SHDG",6.273625,8.94927384140234
"Peak-weighted GNAR q=0.95 weight=4",2024-10-22,"SHE",7.82629166666667,9.13729431318321
"Peak-weighted GNAR q=0.95 weight=4",2024-10-22,"BEL2",6.68533333333333,8.43424346386126
"Peak-weighted GNAR q=0.95 weight=4",2024-10-22,"GLKP",5.74983333333333,8.25883538269827
"Peak-weighted GNAR q=0.95 weight=4",2024-10-22,"LECU",6.318875,10.7312086765403
"Peak-weighted GNAR q=0.95 weight=4",2024-10-22,"SUN2",5.36170833333333,7.70310052892438
"Peak-weighted GNAR q=0.95 weight=4",2024-10-22,"TRAN",6.81908333333333,8.22175242604103
"Peak-weighted GNAR q=0.95 weight=4",2024-10-22,"STOK",6.27945833333333,9.81635876623226
"Peak-weighted GNAR q=0.95 weight=4",2024-10-22,"BEX",5.94345833333333,9.63239622232078
"Peak-weighted GNAR q=0.95 weight=4",2024-10-22,"SEND",5.60345833333333,9.33504573308968
"Peak-weighted GNAR q=0.95 weight=4",2024-10-22,"HUL2",7.49259090909091,10.761028103414
"Peak-weighted GNAR q=0.95 weight=4",2024-10-22,"PEMB",6.88583333333333,9.86356544841846
"Peak-weighted GNAR q=0.95 weight=4",2024-10-22,"WFEN",4.63045833333333,10.2897078058542
"Peak-weighted GNAR q=0.95 weight=4",2024-10-22,"OSY",5.83520833333333,9.93002089078995
"Peak-weighted GNAR q=0.95 weight=4",2024-10-22,"ACTH",3.71275,6.96641042833993
"Peak-weighted GNAR q=0.95 weight=4",2024-10-22,"COPP",5.21629166666667,9.00180239793031
"Peak-weighted GNAR q=0.95 weight=4",2024-10-23,"EB",3.88958333333333,5.36608566047656
"Peak-weighted GNAR q=0.95 weight=4",2024-10-23,"IMGM",6.032875,6.72805564819794
"Peak-weighted GNAR q=0.95 weight=4",2024-10-23,"PRES",5.8315,6.44282750274209
"Peak-weighted GNAR q=0.95 weight=4",2024-10-23,"BIRR",8.12216666666667,7.48741869946416
"Peak-weighted GNAR q=0.95 weight=4",2024-10-23,"BLC2",6.11633333333333,6.72236752354933
"Peak-weighted GNAR q=0.95 weight=4",2024-10-23,"BOTR",7.55608333333333,6.6728845009333
"Peak-weighted GNAR q=0.95 weight=4",2024-10-23,"GHSR",4.16358333333333,6.26357865879962
"Peak-weighted GNAR q=0.95 weight=4",2024-10-23,"LEAM",5.28,5.81187909690237
"Peak-weighted GNAR q=0.95 weight=4",2024-10-23,"NPT3",6.57433333333333,6.44543359012127
"Peak-weighted GNAR q=0.95 weight=4",2024-10-23,"REA1",5.62216666666667,5.86034623387018
"Peak-weighted GNAR q=0.95 weight=4",2024-10-23,"SOUT",6.37383333333333,6.67233575837201
"Peak-weighted GNAR q=0.95 weight=4",2024-10-23,"WREX",5.57036363636364,5.29337149784805
"Peak-weighted GNAR q=0.95 weight=4",2024-10-23,"LEAR",4.68954166666667,5.75137079415694
"Peak-weighted GNAR q=0.95 weight=4",2024-10-23,"PLYM",6.25095833333333,7.67724818851232
"Peak-weighted GNAR q=0.95 weight=4",2024-10-23,"SHDG",6.625375,6.35463759747156
"Peak-weighted GNAR q=0.95 weight=4",2024-10-23,"SHE",9.602,7.09901192135112
"Peak-weighted GNAR q=0.95 weight=4",2024-10-23,"BEL2",5.62504166666667,6.54247183825369
"Peak-weighted GNAR q=0.95 weight=4",2024-10-23,"GLKP",3.88570833333333,6.09300775554356
"Peak-weighted GNAR q=0.95 weight=4",2024-10-23,"LECU",5.66445833333333,6.40671339384811
"Peak-weighted GNAR q=0.95 weight=4",2024-10-23,"SUN2",8.17029166666667,5.89804508029412
"Peak-weighted GNAR q=0.95 weight=4",2024-10-23,"TRAN",6.06533333333333,6.6025528045283
"Peak-weighted GNAR q=0.95 weight=4",2024-10-23,"STOK",7.24982608695652,6.37218709229355
"Peak-weighted GNAR q=0.95 weight=4",2024-10-23,"BEX",6.83966666666667,6.20870250932545
"Peak-weighted GNAR q=0.95 weight=4",2024-10-23,"SEND",6.14583333333333,6.04137837577983
"Peak-weighted GNAR q=0.95 weight=4",2024-10-23,"HUL2",8.50933333333333,6.96748893322754
"Peak-weighted GNAR q=0.95 weight=4",2024-10-23,"PEMB",4.9755,6.66196014173408
"Peak-weighted GNAR q=0.95 weight=4",2024-10-23,"WFEN",6.43579166666667,5.59309632048556
"Peak-weighted GNAR q=0.95 weight=4",2024-10-23,"OSY",5.72629166666667,6.16211152266438
"Peak-weighted GNAR q=0.95 weight=4",2024-10-23,"ACTH",2.63270833333333,5.09860110527579
"Peak-weighted GNAR q=0.95 weight=4",2024-10-23,"COPP",6.01004347826087,5.85069770711095
"Peak-weighted GNAR q=0.95 weight=4",2024-10-24,"EB",5.52766666666667,5.85058419375263
"Peak-weighted GNAR q=0.95 weight=4",2024-10-24,"IMGM",7.73104166666667,6.89655418882927
"Peak-weighted GNAR q=0.95 weight=4",2024-10-24,"PRES",6.64808333333333,6.79586895191593
"Peak-weighted GNAR q=0.95 weight=4",2024-10-24,"BIRR",7.638,7.90655581355497
"Peak-weighted GNAR q=0.95 weight=4",2024-10-24,"BLC2",6.669625,6.93643759867214
"Peak-weighted GNAR q=0.95 weight=4",2024-10-24,"BOTR",7.34966666666667,7.62251830504688
"Peak-weighted GNAR q=0.95 weight=4",2024-10-24,"GHSR",4.822125,5.99664913841261
"Peak-weighted GNAR q=0.95 weight=4",2024-10-24,"LEAM",6.58308333333333,6.52121969540122
"Peak-weighted GNAR q=0.95 weight=4",2024-10-24,"NPT3",7.1855,7.15001385307728
"Peak-weighted GNAR q=0.95 weight=4",2024-10-24,"REA1",6.61566666666667,6.68556646080636
"Peak-weighted GNAR q=0.95 weight=4",2024-10-24,"SOUT",6.27554166666667,7.0584433887087
"Peak-weighted GNAR q=0.95 weight=4",2024-10-24,"WREX",7.26145833333333,6.65161665240858
"Peak-weighted GNAR q=0.95 weight=4",2024-10-24,"LEAR",6.27166666666667,6.23836389181682
"Peak-weighted GNAR q=0.95 weight=4",2024-10-24,"PLYM",9.05445454545455,7.01643557949443
"Peak-weighted GNAR q=0.95 weight=4",2024-10-24,"SHDG",8.80804166666667,7.17333358302237
"Peak-weighted GNAR q=0.95 weight=4",2024-10-24,"SHE",9.08025,8.60706700848981
"Peak-weighted GNAR q=0.95 weight=4",2024-10-24,"BEL2",7.5265,6.69911040107903
"Peak-weighted GNAR q=0.95 weight=4",2024-10-24,"GLKP",4.6395,5.8611060928393
"Peak-weighted GNAR q=0.95 weight=4",2024-10-24,"LECU",7.289875,6.71494451114388
"Peak-weighted GNAR q=0.95 weight=4",2024-10-24,"SUN2",12.3594583333333,7.90347669105128
"Peak-weighted GNAR q=0.95 weight=4",2024-10-24,"TRAN",7.17979166666667,6.9104020618905
"Peak-weighted GNAR q=0.95 weight=4",2024-10-24,"STOK",8.11716666666667,7.47150438124694
"Peak-weighted GNAR q=0.95 weight=4",2024-10-24,"BEX",7.46458333333333,7.27295143819679
"Peak-weighted GNAR q=0.95 weight=4",2024-10-24,"SEND",6.53708333333333,6.93893529601986
"Peak-weighted GNAR q=0.95 weight=4",2024-10-24,"HUL2",8.95145833333333,8.08269251791293
"Peak-weighted GNAR q=0.95 weight=4",2024-10-24,"PEMB",6.67058333333333,6.39064111077992
"Peak-weighted GNAR q=0.95 weight=4",2024-10-24,"WFEN",8.458125,7.06944309821023
"Peak-weighted GNAR q=0.95 weight=4",2024-10-24,"OSY",8.22233333333333,6.74052628523412
"Peak-weighted GNAR q=0.95 weight=4",2024-10-24,"ACTH",4.04175,5.24631521575015
"Peak-weighted GNAR q=0.95 weight=4",2024-10-24,"COPP",8.18704166666667,6.87095428164479
"Peak-weighted GNAR q=0.95 weight=4",2024-10-25,"EB",6.56158333333333,7.47067600442155
"Peak-weighted GNAR q=0.95 weight=4",2024-10-25,"IMGM",15.9395,8.54005650794088
"Peak-weighted GNAR q=0.95 weight=4",2024-10-25,"PRES",10.9228333333333,8.02139446148393
"Peak-weighted GNAR q=0.95 weight=4",2024-10-25,"BIRR",13.0474583333333,8.51264991722329
"Peak-weighted GNAR q=0.95 weight=4",2024-10-25,"BLC2",11.141875,8.03399819991401
"Peak-weighted GNAR q=0.95 weight=4",2024-10-25,"BOTR",11.7561666666667,8.37038520496773
"Peak-weighted GNAR q=0.95 weight=4",2024-10-25,"GHSR",13.2115833333333,7.13606989448734
"Peak-weighted GNAR q=0.95 weight=4",2024-10-25,"LEAM",10.6747826086957,7.98587153539784
"Peak-weighted GNAR q=0.95 weight=4",2024-10-25,"NPT3",8.983,8.28401495522187
"Peak-weighted GNAR q=0.95 weight=4",2024-10-25,"REA1",10.0412083333333,8.00421361219095
"Peak-weighted GNAR q=0.95 weight=4",2024-10-25,"SOUT",8.52795833333333,7.84795310088763
"Peak-weighted GNAR q=0.95 weight=4",2024-10-25,"WREX",12.3044166666667,8.31210342555665
"Peak-weighted GNAR q=0.95 weight=4",2024-10-25,"LEAR",10.9654166666667,7.83238797232839
"Peak-weighted GNAR q=0.95 weight=4",2024-10-25,"PLYM",9.23941666666667,9.1736515947881
"Peak-weighted GNAR q=0.95 weight=4",2024-10-25,"SHDG",17.0165416666667,9.05905886711874
"Peak-weighted GNAR q=0.95 weight=4",2024-10-25,"SHE",14.893,9.21325420966791
"Peak-weighted GNAR q=0.95 weight=4",2024-10-25,"BEL2",14.4054583333333,8.43908395124791
"Peak-weighted GNAR q=0.95 weight=4",2024-10-25,"GLKP",12.9363333333333,7.04661896470028
"Peak-weighted GNAR q=0.95 weight=4",2024-10-25,"LECU",11.26575,8.32643622360783
"Peak-weighted GNAR q=0.95 weight=4",2024-10-25,"SUN2",15.3145833333333,10.7671442518907
"Peak-weighted GNAR q=0.95 weight=4",2024-10-25,"TRAN",11.6342083333333,8.27714492970311
"Peak-weighted GNAR q=0.95 weight=4",2024-10-25,"STOK",13.0276666666667,8.73430858018888
"Peak-weighted GNAR q=0.95 weight=4",2024-10-25,"BEX",10.3499166666667,8.41941456545035
"Peak-weighted GNAR q=0.95 weight=4",2024-10-25,"SEND",9.26591666666667,7.97096082938044
"Peak-weighted GNAR q=0.95 weight=4",2024-10-25,"HUL2",16.1705416666667,9.14286937989473
"Peak-weighted GNAR q=0.95 weight=4",2024-10-25,"PEMB",6.104625,8.02516595060514
"Peak-weighted GNAR q=0.95 weight=4",2024-10-25,"WFEN",9.81720833333333,8.8904590797844
"Peak-weighted GNAR q=0.95 weight=4",2024-10-25,"OSY",8.76866666666667,8.77211079208119
"Peak-weighted GNAR q=0.95 weight=4",2024-10-25,"ACTH",11.7747916666667,6.75104006504346
"Peak-weighted GNAR q=0.95 weight=4",2024-10-25,"COPP",12.1159166666667,8.75757254851321
"Peak-weighted GNAR q=0.95 weight=4",2024-10-26,"EB",7.56983333333333,10.5085120895127
"Peak-weighted GNAR q=0.95 weight=4",2024-10-26,"IMGM",7.97075,15.0036269408423
"Peak-weighted GNAR q=0.95 weight=4",2024-10-26,"PRES",6.92516666666667,12.5997686370094
"Peak-weighted GNAR q=0.95 weight=4",2024-10-26,"BIRR",9.30529166666667,13.622160685493
"Peak-weighted GNAR q=0.95 weight=4",2024-10-26,"BLC2",7.37416666666667,12.7045181719004
"Peak-weighted GNAR q=0.95 weight=4",2024-10-26,"BOTR",9.78583333333333,13.003328753877
