"model","date","site_id","observed","forecast"
"Gaussian GNAR baseline",2024-11-14,"REA1",10.959125,9.16245719065092
"Gaussian GNAR baseline",2024-11-14,"SOUT",12.9256666666667,8.46860661098866
"Gaussian GNAR baseline",2024-11-14,"WREX",10.0560416666667,8.56184450107297
"Gaussian GNAR baseline",2024-11-14,"LEAR",8.18491666666667,10.836734898309
"Gaussian GNAR baseline",2024-11-14,"PLYM",8.12504166666667,9.6651079432226
"Gaussian GNAR baseline",2024-11-14,"SHDG",10.56025,8.53679290216049
"Gaussian GNAR baseline",2024-11-14,"SHE",10.5503333333333,9.72173135321198
"Gaussian GNAR baseline",2024-11-14,"BEL2",4.354375,9.06590631308424
"Gaussian GNAR baseline",2024-11-14,"GLKP",4.22558333333333,6.4303656730716
"Gaussian GNAR baseline",2024-11-14,"LECU",9.4675,11.4852845405737
"Gaussian GNAR baseline",2024-11-14,"SUN2",9.16279166666667,7.55553035817771
"Gaussian GNAR baseline",2024-11-14,"TRAN",13.1152083333333,8.71598009374214
"Gaussian GNAR baseline",2024-11-14,"STOK",11.697125,11.4191976811025
"Gaussian GNAR baseline",2024-11-14,"BEX",14.11175,9.19409953367443
"Gaussian GNAR baseline",2024-11-14,"SEND",12.6514583333333,9.00882447324137
"Gaussian GNAR baseline",2024-11-14,"HUL2",10.9660416666667,11.611766087819
"Gaussian GNAR baseline",2024-11-14,"PEMB",5.51495833333333,7.96099832882463
"Gaussian GNAR baseline",2024-11-14,"WFEN",11.693375,9.19388105173153
"Gaussian GNAR baseline",2024-11-14,"OSY",10.342,8.42230674654494
"Gaussian GNAR baseline",2024-11-14,"ACTH",2.19920833333333,5.7375699374999
"Gaussian GNAR baseline",2024-11-14,"COPP",13.0121666666667,11.6404568984525
"Gaussian GNAR baseline",2024-11-15,"EB",10.0484583333333,10.6395129277102
"Gaussian GNAR baseline",2024-11-15,"IMGM",11.9762916666667,8.63722510934799
"Gaussian GNAR baseline",2024-11-15,"PRES",9.77791666666667,8.115243157637
"Gaussian GNAR baseline",2024-11-15,"BIRR",15.15725,10.0686781337869
"Gaussian GNAR baseline",2024-11-15,"BLC2",7.55604166666667,9.27538881061293
"Gaussian GNAR baseline",2024-11-15,"BOTR",13.1565,8.8146955972152
"Gaussian GNAR baseline",2024-11-15,"GHSR",1.963375,6.72176629080749
"Gaussian GNAR baseline",2024-11-15,"LEAM",13.6115,8.6139526339068
"Gaussian GNAR baseline",2024-11-15,"NPT3",13.9505833333333,8.93616271577988
"Gaussian GNAR baseline",2024-11-15,"REA1",14.9606666666667,9.19824505550641
"Gaussian GNAR baseline",2024-11-15,"SOUT",11.91725,9.96488689116525
"Gaussian GNAR baseline",2024-11-15,"WREX",11.7187083333333,8.78731606608556
"Gaussian GNAR baseline",2024-11-15,"LEAR",12.71725,8.15700311257787
"Gaussian GNAR baseline",2024-11-15,"PLYM",12.54825,8.06338073966676
"Gaussian GNAR baseline",2024-11-15,"SHDG",11.2579583333333,8.99089840732776
"Gaussian GNAR baseline",2024-11-15,"SHE",10.7647083333333,9.05782016072454
"Gaussian GNAR baseline",2024-11-15,"BEL2",5.32229166666667,6.45870348176125
"Gaussian GNAR baseline",2024-11-15,"GLKP",1.537125,6.26146712383806
"Gaussian GNAR baseline",2024-11-15,"LECU",12.5806666666667,8.72120711361016
"Gaussian GNAR baseline",2024-11-15,"SUN2",2.71825,8.35794774789261
"Gaussian GNAR baseline",2024-11-15,"TRAN",6.68920833333333,10.0478537353066
"Gaussian GNAR baseline",2024-11-15,"STOK",14.0546666666667,9.62801013766279
"Gaussian GNAR baseline",2024-11-15,"BEX",14.1392083333333,10.4964363252208
"Gaussian GNAR baseline",2024-11-15,"SEND",10.9217916666667,9.88640094231259
"Gaussian GNAR baseline",2024-11-15,"HUL2",16.1902083333333,9.3417150806609
"Gaussian GNAR baseline",2024-11-15,"PEMB",8.63995833333333,6.88951822907722
"Gaussian GNAR baseline",2024-11-15,"WFEN",10.89325,9.50302463362072
"Gaussian GNAR baseline",2024-11-15,"OSY",9.25125,8.90282937512069
"Gaussian GNAR baseline",2024-11-15,"ACTH",0.8225,5.39771639642686
"Gaussian GNAR baseline",2024-11-15,"COPP",11.229375,10.1810954524609
"Gaussian GNAR baseline",2024-11-16,"EB",8.97608333333333,9.27125596560377
"Gaussian GNAR baseline",2024-11-16,"IMGM",5.97679166666667,9.93961181408832
"Gaussian GNAR baseline",2024-11-16,"PRES",5.14441666666667,8.99848330048567
"Gaussian GNAR baseline",2024-11-16,"BIRR",7.55108333333333,11.3274991580667
"Gaussian GNAR baseline",2024-11-16,"BLC2",5.72029166666667,8.16220961661248
"Gaussian GNAR baseline",2024-11-16,"BOTR",5.551375,10.4360647366899
"Gaussian GNAR baseline",2024-11-16,"GHSR",6.30116666666667,5.72177303980526
"Gaussian GNAR baseline",2024-11-16,"LEAM",9.59025,10.6062850839313
"Gaussian GNAR baseline",2024-11-16,"NPT3",10.960125,10.769544924555
"Gaussian GNAR baseline",2024-11-16,"REA1",11.569375,11.2037069207555
"Gaussian GNAR baseline",2024-11-16,"SOUT",10.3665833333333,10.0010975597966
"Gaussian GNAR baseline",2024-11-16,"WREX",3.429625,9.84884758275765
"Gaussian GNAR baseline",2024-11-16,"LEAR",9.032125,10.2132457881787
"Gaussian GNAR baseline",2024-11-16,"PLYM",10.3244166666667,10.1423033077121
"Gaussian GNAR baseline",2024-11-16,"SHDG",4.33470833333333,9.67186461327275
"Gaussian GNAR baseline",2024-11-16,"SHE",3.83558333333333,9.468866707022
"Gaussian GNAR baseline",2024-11-16,"BEL2",7.3105,7.0792056064329
"Gaussian GNAR baseline",2024-11-16,"GLKP",5.22108333333333,5.5201165470515
"Gaussian GNAR baseline",2024-11-16,"LECU",6.997875,10.188674061949
"Gaussian GNAR baseline",2024-11-16,"SUN2",4.04083333333333,6.1271593301011
"Gaussian GNAR baseline",2024-11-16,"TRAN",4.41825,7.85674084686292
"Gaussian GNAR baseline",2024-11-16,"STOK",5.19566666666667,10.8494558456902
"Gaussian GNAR baseline",2024-11-16,"BEX",12.9914166666667,10.9436451593572
"Gaussian GNAR baseline",2024-11-16,"SEND",12.8046666666667,9.58515772348136
"Gaussian GNAR baseline",2024-11-16,"HUL2",6.53795833333333,11.7092887255167
"Gaussian GNAR baseline",2024-11-16,"PEMB",3.867,8.4715239384477
"Gaussian GNAR baseline",2024-11-16,"WFEN",9.10283333333333,9.54984150555747
"Gaussian GNAR baseline",2024-11-16,"OSY",12.1158333333333,8.84162097808654
"Gaussian GNAR baseline",2024-11-16,"ACTH",3.79325,5.17648422940703
"Gaussian GNAR baseline",2024-11-16,"COPP",4.99504166666667,9.72047108234892
"Gaussian GNAR baseline",2024-11-17,"EB",3.2725,7.24077257635258
"Gaussian GNAR baseline",2024-11-17,"IMGM",3.530875,6.05534826379007
"Gaussian GNAR baseline",2024-11-17,"PRES",4.04295833333333,5.65908008564087
"Gaussian GNAR baseline",2024-11-17,"BIRR",4.03491666666667,6.78077343915353
"Gaussian GNAR baseline",2024-11-17,"BLC2",3.220375,5.84110426988186
"Gaussian GNAR baseline",2024-11-17,"BOTR",3.779625,5.9095295717992
"Gaussian GNAR baseline",2024-11-17,"GHSR",5.0305,5.94220906784945
"Gaussian GNAR baseline",2024-11-17,"LEAM",4.00458333333333,7.58093705687087
"Gaussian GNAR baseline",2024-11-17,"NPT3",4.329875,8.15238038403266
"Gaussian GNAR baseline",2024-11-17,"REA1",4.07241666666667,8.42768077085028
"Gaussian GNAR baseline",2024-11-17,"SOUT",3.75008333333333,7.85834891724797
"Gaussian GNAR baseline",2024-11-17,"WREX",3.68420833333333,5.00197729851238
"Gaussian GNAR baseline",2024-11-17,"LEAR",4.61979166666667,7.3295032803947
"Gaussian GNAR baseline",2024-11-17,"PLYM",5.012875,7.85654857737277
"Gaussian GNAR baseline",2024-11-17,"SHDG",2.47933333333333,5.362676296826
"Gaussian GNAR baseline",2024-11-17,"SHE",2.949125,5.1453658038327
"Gaussian GNAR baseline",2024-11-17,"BEL2",3.89041666666667,6.43978482402841
"Gaussian GNAR baseline",2024-11-17,"GLKP",4.54804166666667,5.48774091972507
"Gaussian GNAR baseline",2024-11-17,"LECU",3.85129166666667,6.48994874280011
"Gaussian GNAR baseline",2024-11-17,"SUN2",3.6665,5.03166536693303
"Gaussian GNAR baseline",2024-11-17,"TRAN",4.96166666666667,5.28455332161043
"Gaussian GNAR baseline",2024-11-17,"STOK",5.24575,5.78542229293147
"Gaussian GNAR baseline",2024-11-17,"BEX",4.316125,8.99199992468233
"Gaussian GNAR baseline",2024-11-17,"SEND",4.15,8.83603582958401
"Gaussian GNAR baseline",2024-11-17,"HUL2",3.69783333333333,6.38974852702579
"Gaussian GNAR baseline",2024-11-17,"PEMB",3.36283333333333,5.10597745900873
"Gaussian GNAR baseline",2024-11-17,"WFEN",3.67345833333333,7.31366924121629
"Gaussian GNAR baseline",2024-11-17,"OSY",3.64875,8.51176446916652
"Gaussian GNAR baseline",2024-11-17,"ACTH",2.272,4.8832291700837
"Gaussian GNAR baseline",2024-11-17,"COPP",5.05991666666667,5.63340724705853
"Gaussian GNAR baseline",2024-11-18,"EB",2.56595833333333,3.9413165870117
"Gaussian GNAR baseline",2024-11-18,"IMGM",6.671625,3.97369349723603
"Gaussian GNAR baseline",2024-11-18,"PRES",8.60947826086957,4.16369930699474
"Gaussian GNAR baseline",2024-11-18,"BIRR",7.87145833333333,4.21963570511258
"Gaussian GNAR baseline",2024-11-18,"BLC2",5.84908695652174,3.8397463920529
"Gaussian GNAR baseline",2024-11-18,"BOTR",6.32179166666667,4.06547192931001
"Gaussian GNAR baseline",2024-11-18,"GHSR",7.52266666666667,4.59810939580141
"Gaussian GNAR baseline",2024-11-18,"LEAM",7.59833333333333,4.25736266092302
"Gaussian GNAR baseline",2024-11-18,"NPT3",3.32254166666667,4.42479657781645
"Gaussian GNAR baseline",2024-11-18,"REA1",3.90133333333333,4.33396372666017
"Gaussian GNAR baseline",2024-11-18,"SOUT",2.68079166666667,4.1718587397978
"Gaussian GNAR baseline",2024-11-18,"WREX",5.201625,3.97402171917197
"Gaussian GNAR baseline",2024-11-18,"LEAR",7.31133333333333,4.4965095881455
"Gaussian GNAR baseline",2024-11-18,"PLYM",3.98783333333333,4.68989996079307
"Gaussian GNAR baseline",2024-11-18,"SHDG",5.76941666666667,3.50102890971742
"Gaussian GNAR baseline",2024-11-18,"SHE",5.49133333333333,3.68185364859851
"Gaussian GNAR baseline",2024-11-18,"BEL2",4.60108333333333,4.15431584107302
"Gaussian GNAR baseline",2024-11-18,"GLKP",7.50208333333333,4.37320448957861
"Gaussian GNAR baseline",2024-11-18,"LECU",6.17433333333333,4.13053773250191
"Gaussian GNAR baseline",2024-11-18,"SUN2",7.446,3.98178795783496
"Gaussian GNAR baseline",2024-11-18,"TRAN",6.15279166666667,4.52346551649346
"Gaussian GNAR baseline",2024-11-18,"STOK",8.19970833333333,4.65937664019745
"Gaussian GNAR baseline",2024-11-18,"BEX",5.574,4.46914637739678
"Gaussian GNAR baseline",2024-11-18,"SEND",4.613875,4.39626255816589
"Gaussian GNAR baseline",2024-11-18,"HUL2",7.93054166666667,4.05613642265299
"Gaussian GNAR baseline",2024-11-18,"PEMB",1.64604166666667,3.85268464583522
"Gaussian GNAR baseline",2024-11-18,"WFEN",7.48625,4.1092533136792
"Gaussian GNAR baseline",2024-11-18,"OSY",5.40391666666667,4.17326413276268
"Gaussian GNAR baseline",2024-11-18,"ACTH",2.50691666666667,3.40247469931067
"Gaussian GNAR baseline",2024-11-18,"COPP",8.35308333333333,4.57805003124249
"Gaussian GNAR baseline",2024-11-19,"EB",3.117125,5.05056337034342
"Gaussian GNAR baseline",2024-11-19,"IMGM",3.587875,6.744585950665
"Gaussian GNAR baseline",2024-11-19,"PRES",6.31095833333333,7.55375917255633
"Gaussian GNAR baseline",2024-11-19,"BIRR",6.997875,7.25019306129478
"Gaussian GNAR baseline",2024-11-19,"BLC2",2.9815,6.39883283924383
"Gaussian GNAR baseline",2024-11-19,"BOTR",5.91008333333333,6.6069077322269
"Gaussian GNAR baseline",2024-11-19,"GHSR",6.30116666666667,7.13132691312415
"Gaussian GNAR baseline",2024-11-19,"LEAM",6.15866666666667,7.13717647573678
"Gaussian GNAR baseline",2024-11-19,"NPT3",3.03466666666667,5.38759025692285
"Gaussian GNAR baseline",2024-11-19,"REA1",5.17429166666667,5.61916900815392
"Gaussian GNAR baseline",2024-11-19,"SOUT",4.372,5.10952248749994
"Gaussian GNAR baseline",2024-11-19,"WREX",5.738125,6.14410677566843
"Gaussian GNAR baseline",2024-11-19,"LEAR",5.46395833333333,7.03434698865876
"Gaussian GNAR baseline",2024-11-19,"PLYM",4.87820833333333,5.67787554386052
"Gaussian GNAR baseline",2024-11-19,"SHDG",6.49666666666667,6.3478424998556
"Gaussian GNAR baseline",2024-11-19,"SHE",6.46033333333333,6.24509872497368
"Gaussian GNAR baseline",2024-11-19,"BEL2",6.116375,5.90232597878182
"Gaussian GNAR baseline",2024-11-19,"GLKP",5.03841666666667,7.11098990376835
"Gaussian GNAR baseline",2024-11-19,"LECU",5.918875,6.54805810267859
"Gaussian GNAR baseline",2024-11-19,"SUN2",5.06091666666667,7.06623662755674
"Gaussian GNAR baseline",2024-11-19,"TRAN",4.24241666666667,6.5665360008695
"Gaussian GNAR baseline",2024-11-19,"STOK",6.97720833333333,7.41492808652976
"Gaussian GNAR baseline",2024-11-19,"BEX",3.96220833333333,6.31272919908838
"Gaussian GNAR baseline",2024-11-19,"SEND",2.908875,5.91397392778109
"Gaussian GNAR baseline",2024-11-19,"HUL2",4.42116666666667,7.26618210157254
"Gaussian GNAR baseline",2024-11-19,"PEMB",1.85013043478261,4.67464893282811
"Gaussian GNAR baseline",2024-11-19,"WFEN",3.26566666666667,7.08295295127386
"Gaussian GNAR baseline",2024-11-19,"OSY",2.236625,6.22638731985156
"Gaussian GNAR baseline",2024-11-19,"ACTH",2.20716666666667,5.00166579857773
"Gaussian GNAR baseline",2024-11-19,"COPP",5.573875,7.47339950083942
"Gaussian GNAR baseline",2024-11-20,"EB",3.682125,4.39488970234553
"Gaussian GNAR baseline",2024-11-20,"IMGM",3.93370833333333,4.68945891550742
"Gaussian GNAR baseline",2024-11-20,"PRES",7.54625,5.856502791804
"Gaussian GNAR baseline",2024-11-20,"BIRR",4.84570833333333,6.12069766767908
"Gaussian GNAR baseline",2024-11-20,"BLC2",1.92216666666667,4.41995689102947
"Gaussian GNAR baseline",2024-11-20,"BOTR",4.913625,5.63540717718286
"Gaussian GNAR baseline",2024-11-20,"GHSR",3.74216666666667,5.82572514341851
"Gaussian GNAR baseline",2024-11-20,"LEAM",4.73566666666667,5.76901213396215
"Gaussian GNAR baseline",2024-11-20,"NPT3",5.158875,4.37961852806883
"Gaussian GNAR baseline",2024-11-20,"REA1",3.8895,5.27337348668598
"Gaussian GNAR baseline",2024-11-20,"SOUT",4.83295833333333,4.91354140081241
"Gaussian GNAR baseline",2024-11-20,"WREX",2.83916666666667,5.53714874566076
"Gaussian GNAR baseline",2024-11-20,"LEAR",4.74,5.4763827735913
"Gaussian GNAR baseline",2024-11-20,"PLYM",6.81008333333333,5.15379566433813
"Gaussian GNAR baseline",2024-11-20,"SHDG",3.15254166666667,5.8629291423241
"Gaussian GNAR baseline",2024-11-20,"SHE",3.5515,5.84114883762108
"Gaussian GNAR baseline",2024-11-20,"BEL2",5.26829166666667,5.67784820333156
"Gaussian GNAR baseline",2024-11-20,"GLKP",2.72204166666667,5.30615640951363
"Gaussian GNAR baseline",2024-11-20,"LECU",5.00291666666667,5.63539125005034
"Gaussian GNAR baseline",2024-11-20,"SUN2",2.8145,5.31402465395575
"Gaussian GNAR baseline",2024-11-20,"TRAN",2.850875,4.94574127458207
"Gaussian GNAR baseline",2024-11-20,"STOK",4.94204166666667,6.12028262264822
"Gaussian GNAR baseline",2024-11-20,"BEX",4.8625,4.8163123058072
"Gaussian GNAR baseline",2024-11-20,"SEND",4.44770833333333,4.35969817861784
"Gaussian GNAR baseline",2024-11-20,"HUL2",5.215125,5.0629783948735
"Gaussian GNAR baseline",2024-11-20,"PEMB",2.37225,3.85143841807458
"Gaussian GNAR baseline",2024-11-20,"WFEN",3.76958333333333,4.57706559829186
"Gaussian GNAR baseline",2024-11-20,"OSY",2.84879166666667,4.10281269255058
"Gaussian GNAR baseline",2024-11-20,"ACTH",1.6795,4.01939172379522
"Gaussian GNAR baseline",2024-11-20,"COPP",4.50475,5.5472082644567
"Gaussian GNAR baseline",2024-11-21,"EB",4.71891666666667,4.55890249280861
"Gaussian GNAR baseline",2024-11-21,"IMGM",5.34691666666667,4.67390542871725
"Gaussian GNAR baseline",2024-11-21,"PRES",5.969125,6.22589631279506
"Gaussian GNAR baseline",2024-11-21,"BIRR",12.3162916666667,5.13272910598434
"Gaussian GNAR baseline",2024-11-21,"BLC2",5.45108333333333,3.83212101854024
"Gaussian GNAR baseline",2024-11-21,"BOTR",6.41308333333333,5.13386987640567
"Gaussian GNAR baseline",2024-11-21,"GHSR",2.71325,4.66196070565502
"Gaussian GNAR baseline",2024-11-21,"LEAM",8.26654166666667,5.06683795438946
"Gaussian GNAR baseline",2024-11-21,"NPT3",6.19404166666667,5.16390094516133
"Gaussian GNAR baseline",2024-11-21,"REA1",5.91495833333333,4.69478417549342
"Gaussian GNAR baseline",2024-11-21,"SOUT",5.86666666666667,5.06285016610113
"Gaussian GNAR baseline",2024-11-21,"WREX",3.649875,4.27691664401035
"Gaussian GNAR baseline",2024-11-21,"LEAR",7.37133333333333,5.05151841238562
"Gaussian GNAR baseline",2024-11-21,"PLYM",4.57654166666667,5.88802168833403
"Gaussian GNAR baseline",2024-11-21,"SHDG",4.29445833333333,4.42440368557696
"Gaussian GNAR baseline",2024-11-21,"SHE",5.31445833333333,4.5875038748365
"Gaussian GNAR baseline",2024-11-21,"BEL2",5.49245833333333,5.28473607586922
"Gaussian GNAR baseline",2024-11-21,"GLKP",2.04591666666667,4.21154774110298
"Gaussian GNAR baseline",2024-11-21,"LECU",7.708375,5.17079024291811
"Gaussian GNAR baseline",2024-11-21,"SUN2",2.078375,4.2501072290308
"Gaussian GNAR baseline",2024-11-21,"TRAN",4.71208333333333,4.24491140554883
"Gaussian GNAR baseline",2024-11-21,"STOK",6.660875,5.17181885804476
"Gaussian GNAR baseline",2024-11-21,"BEX",7.40170833333333,5.06490612899173
"Gaussian GNAR baseline",2024-11-21,"SEND",7.66716666666667,4.86847454293447
"Gaussian GNAR baseline",2024-11-21,"HUL2",6.64029166666667,5.22115267476997
"Gaussian GNAR baseline",2024-11-21,"PEMB",2.55008333333333,3.98928131769254
"Gaussian GNAR baseline",2024-11-21,"WFEN",6.02,4.59850931050676
"Gaussian GNAR baseline",2024-11-21,"OSY",5.52970833333333,4.19468090799515
"Gaussian GNAR baseline",2024-11-21,"ACTH",1.10158333333333,3.71331039874576
"Gaussian GNAR baseline",2024-11-21,"COPP",4.99504166666667,4.95752296900622
"Gaussian GNAR baseline",2024-11-22,"EB",3.676375,5.76585963582172
"Gaussian GNAR baseline",2024-11-22,"IMGM",4.50570833333333,6.03019626875315
"Gaussian GNAR baseline",2024-11-22,"PRES",5.89333333333333,6.37488481275493
"Gaussian GNAR baseline",2024-11-22,"BIRR",4.59220833333333,8.91745531526279
"Gaussian GNAR baseline",2024-11-22,"BLC2",4.46245833333333,6.02349902259807
"Gaussian GNAR baseline",2024-11-22,"BOTR",4.2395,6.49257281307742
"Gaussian GNAR baseline",2024-11-22,"GHSR",3.89254166666667,4.9428945516876
"Gaussian GNAR baseline",2024-11-22,"LEAM",4.39270833333333,7.25006900566493
"Gaussian GNAR baseline",2024-11-22,"NPT3",10.1985416666667,6.40857125216211
"Gaussian GNAR baseline",2024-11-22,"REA1",5.406,6.26260547403245
"Gaussian GNAR baseline",2024-11-22,"SOUT",7.35545833333333,6.26597881685675
"Gaussian GNAR baseline",2024-11-22,"WREX",4.065625,5.30567263939024
"Gaussian GNAR baseline",2024-11-22,"LEAR",4.68554166666667,6.88219414104841
"Gaussian GNAR baseline",2024-11-22,"PLYM",7.18554166666667,5.78433255272643
"Gaussian GNAR baseline",2024-11-22,"SHDG",4.303375,5.57834701552492
"Gaussian GNAR baseline",2024-11-22,"SHE",4.23745833333333,6.00744569117855
"Gaussian GNAR baseline",2024-11-22,"BEL2",7.104,6.12287398181538
"Gaussian GNAR baseline",2024-11-22,"GLKP",3.05620833333333,4.64347142836178
"Gaussian GNAR baseline",2024-11-22,"LECU",4.31804166666667,7.02720933184573
"Gaussian GNAR baseline",2024-11-22,"SUN2",5.67525,4.6590895832931
"Gaussian GNAR baseline",2024-11-22,"TRAN",4.880125,5.7425888789902
"Gaussian GNAR baseline",2024-11-22,"STOK",4.29633333333333,6.5951287777518
"Gaussian GNAR baseline",2024-11-22,"BEX",5.68791666666667,6.89769542660414
"Gaussian GNAR baseline",2024-11-22,"SEND",4.852625,6.9966034765112
"Gaussian GNAR baseline",2024-11-22,"HUL2",5.3685,6.59339001685596
"Gaussian GNAR baseline",2024-11-22,"PEMB",3.95429166666667,4.8421022037334
"Gaussian GNAR baseline",2024-11-22,"WFEN",3.42670833333333,6.30283173001351
"Gaussian GNAR baseline",2024-11-22,"OSY",3.58381818181818,6.07862796716684
"Gaussian GNAR baseline",2024-11-22,"ACTH",1.38570833333333,4.22963374905312
"Gaussian GNAR baseline",2024-11-22,"COPP",4.31808333333333,5.89961227040555
"Gaussian GNAR baseline",2024-11-23,"EB",7.41758333333333,4.77506544433196
"Gaussian GNAR baseline",2024-11-23,"IMGM",3.779125,5.13142731688821
"Gaussian GNAR baseline",2024-11-23,"PRES",3.53583333333333,5.71713624653492
"Gaussian GNAR baseline",2024-11-23,"BIRR",3.84833333333333,5.33854034697874
"Gaussian GNAR baseline",2024-11-23,"BLC2",4.57058333333333,5.11621325127087
"Gaussian GNAR baseline",2024-11-23,"BOTR",3.33525,5.04824507890111
"Gaussian GNAR baseline",2024-11-23,"GHSR",3.69208333333333,4.81455118502003
"Gaussian GNAR baseline",2024-11-23,"LEAM",3.277375,5.15684674148811
"Gaussian GNAR baseline",2024-11-23,"NPT3",6.45829166666667,7.49235819621749
"Gaussian GNAR baseline",2024-11-23,"REA1",4.93125,5.51548117842422
"Gaussian GNAR baseline",2024-11-23,"SOUT",7.70825,6.31563067657786
"Gaussian GNAR baseline",2024-11-23,"WREX",3.18195833333333,4.90875403398429
"Gaussian GNAR baseline",2024-11-23,"LEAR",3.35595833333333,5.25518164151633
"Gaussian GNAR baseline",2024-11-23,"PLYM",19.1442916666667,6.21402782898941
"Gaussian GNAR baseline",2024-11-23,"SHDG",3.75104166666667,5.02234972655277
"Gaussian GNAR baseline",2024-11-23,"SHE",4.110625,5.02036232502252
"Gaussian GNAR baseline",2024-11-23,"BEL2",6.46525,6.20305557133449
"Gaussian GNAR baseline",2024-11-23,"GLKP",3.58983333333333,4.45434369366059
"Gaussian GNAR baseline",2024-11-23,"LECU",2.72308333333333,5.11241478678497
"Gaussian GNAR baseline",2024-11-23,"SUN2",5.00491666666667,5.53171774349499
"Gaussian GNAR baseline",2024-11-23,"TRAN",3.258625,5.26970694039958
"Gaussian GNAR baseline",2024-11-23,"STOK",3.67533333333333,5.07770639633888
"Gaussian GNAR baseline",2024-11-23,"BEX",5.61316666666667,5.66796247314644
"Gaussian GNAR baseline",2024-11-23,"SEND",5.10125,5.33114456172614
"Gaussian GNAR baseline",2024-11-23,"HUL2",5.04029166666667,5.51792119263573
"Gaussian GNAR baseline",2024-11-23,"PEMB",8.36179166666667,4.83591747158174
"Gaussian GNAR baseline",2024-11-23,"WFEN",3.98966666666667,4.70446542932312
"Gaussian GNAR baseline",2024-11-23,"OSY",6.15283333333333,4.75697759898999
"Gaussian GNAR baseline",2024-11-23,"ACTH",1.90458333333333,3.74442769413705
"Gaussian GNAR baseline",2024-11-23,"COPP",2.99233333333333,5.04564109411849
"Gaussian GNAR baseline",2024-11-24,"EB",9.05958333333333,6.49904424507243
"Gaussian GNAR baseline",2024-11-24,"IMGM",3.15354166666667,5.02384564908139
"Gaussian GNAR baseline",2024-11-24,"PRES",4.36525,4.95799641234449
"Gaussian GNAR baseline",2024-11-24,"BIRR",4.06941666666667,5.05442347485228
"Gaussian GNAR baseline",2024-11-24,"BLC2",6.98516666666667,5.34811539956747
"Gaussian GNAR baseline",2024-11-24,"BOTR",3.08966666666667,4.83483485602331
"Gaussian GNAR baseline",2024-11-24,"GHSR",5.49820833333333,4.97297299767279
"Gaussian GNAR baseline",2024-11-24,"LEAM",4.8575,4.81481628266621
"Gaussian GNAR baseline",2024-11-24,"NPT3",6.70104166666667,6.2652690463595
"Gaussian GNAR baseline",2024-11-24,"REA1",10.8353333333333,5.51959592502724
"Gaussian GNAR baseline",2024-11-24,"SOUT",12.8920416666667,6.70908828534055
"Gaussian GNAR baseline",2024-11-24,"WREX",4.134375,4.76754319477307
"Gaussian GNAR baseline",2024-11-24,"LEAR",4.67083333333333,4.85432682278371
"Gaussian GNAR baseline",2024-11-24,"PLYM",18.1633333333333,11.4057691146369
"Gaussian GNAR baseline",2024-11-24,"SHDG",1.872,5.00732120896938
"Gaussian GNAR baseline",2024-11-24,"SHE",2.013625,5.15350781721779
"Gaussian GNAR baseline",2024-11-24,"BEL2",5.54545833333333,6.19195475604623
"Gaussian GNAR baseline",2024-11-24,"GLKP",5.2025,4.91035543453962
"Gaussian GNAR baseline",2024-11-24,"LECU",4.08520833333333,4.58513290830428
"Gaussian GNAR baseline",2024-11-24,"SUN2",3.82870833333333,5.55650491337102
"Gaussian GNAR baseline",2024-11-24,"TRAN",4.34066666666667,4.81910710849413
"Gaussian GNAR baseline",2024-11-24,"STOK",2.33983333333333,4.97602744252058
"Gaussian GNAR baseline",2024-11-24,"BEX",10.0550833333333,5.80684205274985
"Gaussian GNAR baseline",2024-11-24,"SEND",9.54895833333333,5.57585383445429
"Gaussian GNAR baseline",2024-11-24,"HUL2",3.33929166666667,5.5634951591226
"Gaussian GNAR baseline",2024-11-24,"PEMB",8.76279166666667,6.89400870046557
"Gaussian GNAR baseline",2024-11-24,"WFEN",8.99175,5.08382981893315
"Gaussian GNAR baseline",2024-11-24,"OSY",11.5222916666667,5.97688171386782
"Gaussian GNAR baseline",2024-11-24,"ACTH",3.82179166666667,4.17650118634162
"Gaussian GNAR baseline",2024-11-24,"COPP",2.79870833333333,4.69581099545874
"Gaussian GNAR baseline",2024-11-25,"EB",5.30954166666667,7.79549192254093
"Gaussian GNAR baseline",2024-11-25,"IMGM",4.09691666666667,5.27820944266765
"Gaussian GNAR baseline",2024-11-25,"PRES",5.72633333333333,5.77030165967413
"Gaussian GNAR baseline",2024-11-25,"BIRR",5.288875,5.65638976812593
"Gaussian GNAR baseline",2024-11-25,"BLC2",7.41458333333333,6.87270757677294
"Gaussian GNAR baseline",2024-11-25,"BOTR",4.315125,5.24102685533216
"Gaussian GNAR baseline",2024-11-25,"GHSR",4.2285,6.23985817869055
"Gaussian GNAR baseline",2024-11-25,"LEAM",4.8625,5.96628224874053
"Gaussian GNAR baseline",2024-11-25,"NPT3",5.98275,6.80238345994334
"Gaussian GNAR baseline",2024-11-25,"REA1",5.95329166666667,8.46422311682135
"Gaussian GNAR baseline",2024-11-25,"SOUT",6.68141666666667,9.378005225872
"Gaussian GNAR baseline",2024-11-25,"WREX",4.63145833333333,5.6666879958348
"Gaussian GNAR baseline",2024-11-25,"LEAR",4.60595833333333,5.89148602367788
"Gaussian GNAR baseline",2024-11-25,"PLYM",8.88270833333333,11.8263129655963
"Gaussian GNAR baseline",2024-11-25,"SHDG",4.15191666666667,4.75073164677302
