"network","lag","stage","nacf","pnacf","abs_nacf","abs_pnacf","selection_period_start","selection_period_end"
"knn4",8,1,0.0578882740182522,-0.0256042837831653,0.0578882740182522,0.0256042837831653,"2024-01-01","2024-08-31"
"knn4",8,2,0.0481283773129211,-0.029938195794013,0.0481283773129211,0.029938195794013,"2024-01-01","2024-08-31"
"knn4",8,3,0.0523249536652245,-0.0235354772629291,0.0523249536652245,0.0235354772629291,"2024-01-01","2024-08-31"
"knn4",9,0,0.0754337109288354,0.017765237867223,0.0754337109288354,0.017765237867223,"2024-01-01","2024-08-31"
"knn4",9,1,0.0474512764769879,-0.000729576744830233,0.0474512764769879,0.000729576744830233,"2024-01-01","2024-08-31"
"knn4",9,2,0.0353368420468981,-0.00973569599726266,0.0353368420468981,0.00973569599726266,"2024-01-01","2024-08-31"
"knn4",9,3,0.0391917489374282,-0.00957507114918783,0.0391917489374282,0.00957507114918783,"2024-01-01","2024-08-31"
"knn4",10,0,0.0973714316765715,0.056397454946554,0.0973714316765715,0.056397454946554,"2024-01-01","2024-08-31"
"knn4",10,1,0.0709721343129639,0.042103086277295,0.0709721343129639,0.042103086277295,"2024-01-01","2024-08-31"
"knn4",10,2,0.0557754652031282,0.0293862751847751,0.0557754652031282,0.0293862751847751,"2024-01-01","2024-08-31"
"knn4",10,3,0.0551981394213348,0.0249086535683207,0.0551981394213348,0.0249086535683207,"2024-01-01","2024-08-31"
"knn4",11,0,0.113182389378474,0.0365954222410245,0.113182389378474,0.0365954222410245,"2024-01-01","2024-08-31"
"knn4",11,1,0.084169195770204,0.0177585652488545,0.084169195770204,0.0177585652488545,"2024-01-01","2024-08-31"
"knn4",11,2,0.067642987768866,0.00835774554444509,0.067642987768866,0.00835774554444509,"2024-01-01","2024-08-31"
"knn4",11,3,0.0650846824626648,0.00640052440453123,0.0650846824626648,0.00640052440453123,"2024-01-01","2024-08-31"
"knn4",12,0,0.10551429614051,-0.00911709660777327,0.10551429614051,0.00911709660777327,"2024-01-01","2024-08-31"
"knn4",12,1,0.0798687395034806,-0.018487231937133,0.0798687395034806,0.018487231937133,"2024-01-01","2024-08-31"
"knn4",12,2,0.0721239926600115,-0.0117143025450328,0.0721239926600115,0.0117143025450328,"2024-01-01","2024-08-31"
"knn4",12,3,0.0721892735395798,-0.00787503281857449,0.0721892735395798,0.00787503281857449,"2024-01-01","2024-08-31"
"threshold150km",1,0,0.629545569287214,0.629545569287214,0.629545569287214,0.629545569287214,"2024-01-01","2024-08-31"
"threshold150km",1,1,0.532465548399732,0.532465548399732,0.532465548399732,0.532465548399732,"2024-01-01","2024-08-31"
