"draws_checked","stationary_probability","spectral_radius_mean","spectral_radius_q025","spectral_radius_q975","spectral_radius_max","network","model_order"
1600,1,0.53988555570383,0.449395184942583,0.612574747480945,0.632444250957074,"equal_neighbour","GNAR(2,[1,1])"
