"model","model_order","selection_rule","time_rows","predictors_per_equation","total_coefficients","design_rank","full_column_rank","condition_number","median_coefficient_l2_norm","maximum_absolute_coefficient","test_rmse","test_mae","note"
"Unrestricted OLS VAR","VAR(1)","minimum chronological validation RMSE",291,31,930,31,TRUE,215.237053522765,2.3734895227407,1.76506423907066,4.15854753779602,2.99983243361146,"OLS VAR is estimable because each station equation has fewer predictors than time rows, but it remains parameter-rich and requires complete multivariate lag vectors."
