"date","site_id","observed","persistence","ar1","unrestricted_ols_var","ridge_var","ols_gnar","bayesian_gaussian_gnar","hierarchical_bayesian_gnar"
2025-01-02,"SHE",3.73629166666667,2.30941666666667,3.7917135550301,3.56605818617008,4.35108381901367,3.6568156284232,3.65761828276616,3.72440289518727
2025-01-02,"BEL2",4.035125,3.67445833333333,5.00842319928085,4.19955333999305,4.86598213623834,4.61985860842259,4.62095566045527,4.72983913639408
2025-01-02,"GLKP",2.981625,3.34708333333333,3.97429666376941,2.92144178466325,3.24353705679782,4.42525381671874,4.42630892255697,3.63783397411479
2025-01-02,"LECU",5.82845833333333,2.437125,3.90944165727055,3.20373279177077,3.71661469883825,3.78785854171416,3.78872101079368,3.9399261870107
2025-01-02,"SUN2",2.77316666666667,2.51283333333333,3.78971432159254,2.88719536718995,3.50270298390488,3.75179173486716,3.75260000469309,3.70517920951717
2025-01-02,"TRAN",4.74845833333333,3.08570833333333,4.30820022591739,3.6074244136765,3.94853350724057,4.08846677755513,4.08934540302645,4.18219237571888
2025-01-02,"STOK",11.528125,1.85729166666667,3.66687014323661,3.40052165551744,3.8485458929273,3.45292964643141,3.45372550482867,3.91336846660729
2025-01-02,"BEX",5.49520833333333,3.14079166666667,4.75572344532852,4.13028283453436,4.23401504480793,4.35122953805901,4.35229652121377,4.97708901263323
2025-01-02,"SEND",5.16016666666667,3.34033333333333,4.63747778330738,3.79670011016365,4.24575556507299,4.42476125959512,4.42581827494213,4.80475170182074
2025-01-02,"HUL2",4.15970833333333,2.95008333333333,4.47988499414566,3.46332485814225,4.26709638900904,4.06784615592679,4.06875469587468,4.6243314935156
2025-01-02,"PEMB",1.97525,5.87675,5.86796616502947,4.66149159081508,4.74201569513372,5.8638498571075,5.86517774407608,5.19847496677013
2025-01-02,"WFEN",4.1795,2.14629166666667,3.45636710316994,3.2752837283244,3.6695436700605,3.65652606126311,3.6573840160875,3.33649715374845
2025-01-02,"OSY",3.98483333333333,3.801125,4.88603016034002,4.3119479409419,4.61039190494052,4.6864067729374,4.68751315983738,4.57575051349995
2025-01-02,"ACTH",1.84066666666667,2.0966,2.64168271651127,2.13069346099329,2.57231414925791,3.60203108649757,3.60286300397607,2.20829887324035
2025-01-02,"COPP",7.68279166666667,2.00475,3.14508479298184,2.99301999031669,3.41341038729111,3.53512673624344,3.53593718631101,3.23904449337118
2025-01-03,"EB",5.93358333333333,5.249625,6.11983391921083,7.14279649905354,6.64139600415818,6.23203816989814,6.23295166677166,6.53011442657677
2025-01-03,"IMGM",6.65879166666667,3.26270833333333,4.3247620514271,4.5654715140193,5.01740576902537,4.91795777751993,4.9185118805963,4.82837792336263
2025-01-03,"PRES",6.714,8.52208333333333,8.11484711902615,7.4820193485548,6.99592909877041,7.73690109897628,7.73788675754511,7.70923113701552
2025-01-03,"BIRR",5.24666666666667,6.9075,7.25466122786989,7.88100190141826,7.66875502515477,6.87340753294931,6.87426220367253,7.31121609062037
2025-01-03,"BLC2",4.59216666666667,4.44495833333333,5.42553229957857,6.36571784634041,6.73745680759003,5.7349347799672,5.73573037558105,5.92083103190521
2025-01-03,"BOTR",5.83333333333333,6.85141666666667,6.75293714109873,6.54306582691571,6.56824995973439,6.76145584985319,6.76224137188349,6.53252316125667
2025-01-03,"GHSR",5.06975,3.3835,4.08903324001552,3.74592913173199,4.04289392005735,5.07921285316389,5.07985293853598,4.5021152119135
2025-01-03,"LEAM",7.738875,7.70441666666667,7.48801238647179,7.68259233747894,7.03411195584511,7.29768649270076,7.29860430295497,7.21937931269659
2025-01-03,"NPT3",10.04125,8.22725,7.88615870728417,7.44778374101671,7.07546159799341,7.73275046134001,7.73383321141,7.67929449441703
2025-01-03,"REA1",7.52354166666667,5.56508333333333,6.05486615793681,7.54805959733876,7.49547356047718,6.18177275194137,6.18253924596147,6.35730433412081
2025-01-03,"SOUT",11.9448333333333,5.58670833333333,6.48600837532666,8.84900786392238,7.85112778751106,6.36522082063106,6.36612454628112,6.81234960737595
2025-01-03,"WREX",2.51579166666667,4.64725,5.24284711073569,4.8302900965538,4.60069208569226,5.59598951456663,5.59660673289091,5.46445403945129
2025-01-03,"LEAR",7.47258333333333,7.31325,7.14170673886368,7.44868873273431,6.85596656468834,7.09178806638915,7.09267674392048,6.92086444309056
2025-01-03,"PLYM",11.161625,6.35220833333333,7.17462548887735,6.78131929478923,6.46679594742799,6.97196007106601,6.9730814450128,7.44277646376143
2025-01-03,"SHDG",5.5415,3.38845833333333,4.63643406429543,5.4763667934545,5.40426795780368,5.01563198307598,5.01622026645812,5.34628334360511
2025-01-03,"SHE",4.57641666666667,3.73629166666667,4.76228602961294,5.24496420696488,5.68196559908835,5.17588830808056,5.1764845002187,5.23569359144135
2025-01-03,"BEL2",7.39579166666667,4.035125,5.23872303552949,6.18322066804273,6.01493928278329,5.45060068965638,5.45131168416848,5.6386659891946
2025-01-03,"GLKP",4.38783333333333,2.981625,3.72728478863909,3.48123232032068,3.69525648087132,4.88038237042027,4.8810025391696,4.19567299258575
2025-01-03,"LECU",7.083375,5.82845833333333,6.252620086072,7.4243000037516,7.0787407613707,6.26190587458655,6.26264587474728,6.36181090140554
2025-01-03,"SUN2",5.27129166666667,2.77316666666667,3.97032595033295,4.92929950214853,4.68238629918043,4.69922532805598,4.69977367012567,4.67283935991099
2025-01-03,"TRAN",3.70954166666667,4.74845833333333,5.46392066252956,5.84566609413519,5.75305136636528,5.7647374640155,5.76545323676628,5.82989716033537
2025-01-03,"STOK",5.845125,11.528125,10.4015385704825,8.94808298357264,8.15155057090573,9.13815046210427,9.13921730445373,9.34695185005412
2025-01-03,"BEX",9.43795833333333,5.49520833333333,6.39826342033112,8.41366760031388,7.39148269649186,6.153209699568,6.15397746618823,6.81137611189145
2025-01-03,"SEND",8.14079166666667,5.16016666666667,5.94142836195303,7.20816921633115,6.07811543201357,5.99882845872813,5.99958859294699,6.41158910319732
2025-01-03,"HUL2",8.01,4.15970833333333,5.33485247529311,6.36959442058024,6.37418800400963,5.45027279947977,5.45094112664524,6.01516135490792
2025-01-03,"PEMB",2.38408333333333,1.97525,3.35576655585927,2.5791485645133,3.0390099963273,4.58806710885647,4.58879945210161,4.10963000965629
2025-01-03,"WFEN",6.91425,4.1795,4.82002712673736,5.02625625004245,4.84891914273635,5.38906490886797,5.38967825506023,5.07709335294265
2025-01-03,"OSY",5.606375,3.98483333333333,5.00510615008553,5.38031358695098,5.18945371578825,5.43601511783368,5.43673173564786,5.40566444667874
2025-01-03,"ACTH",2.068625,1.84066666666667,2.47541563571066,2.08205720854754,2.25151440344739,4.18327039790357,4.18372949524227,2.86329654449589
2025-01-03,"COPP",5.457,7.68279166666667,7.2512449993448,6.59082795327574,6.41837231444291,7.17602257830784,7.17685185491298,6.75605187130466
2025-01-04,"EB",7.49991666666667,5.93358333333333,6.57415631943363,6.13478456336968,7.48255735205032,6.49560832888985,6.49615455630128,6.8756219208905
2025-01-04,"IMGM",11.9182916666667,6.65879166666667,6.62907174470038,5.42747553540222,5.52966778757319,6.69169201333613,6.69214592777353,6.55310973781855
2025-01-04,"PRES",5.81175,6.714,6.85608189963548,6.23129823600672,6.30159810613598,7.18706700607862,7.18789257952021,7.15299862107593
2025-01-04,"BIRR",11.1037083333333,5.24666666666667,6.08256844899007,6.88893925266182,7.50993836819039,6.2899759335736,6.29059391299959,6.75627820380136
2025-01-04,"BLC2",5.75075,4.59216666666667,5.52475521997785,5.61994483347324,5.58416200028713,5.73511462435603,5.73551806037753,6.01596899448756
2025-01-04,"BOTR",14.4605833333333,5.83333333333333,6.02423548658834,6.43056807243043,6.30890496977235,6.58634734923879,6.58699922241512,6.33655315720917
2025-01-04,"GHSR",5.88458333333333,5.06975,5.22491116172547,4.60818021350432,4.39862625860079,5.88617930654727,5.8865392388459,5.34797018357117
2025-01-04,"LEAM",8.72741666666667,7.738875,7.51201548704513,6.47393767861243,6.95840175961545,7.64090543191552,7.64173984515289,7.51553815289658
2025-01-04,"NPT3",10.6899583333333,10.04125,9.08532846759076,7.08068732386187,7.73687619441228,8.86998601262848,8.8710054393232,8.75508965138815
2025-01-04,"REA1",15.6466666666667,7.52354166666667,7.48700294624795,6.49548540220052,7.26571444034684,7.34032955198711,7.34100035346739,7.46892716244532
2025-01-04,"SOUT",13.5024166666667,11.9448333333333,10.6207179090834,9.13017941599609,9.53573360980837,9.61332243713142,9.6142797670628,9.93201613075188
2025-01-04,"WREX",8.49841666666667,2.51579166666667,3.78464363931304,4.66000269896241,5.35945995152348,4.68651170188987,4.68679544435897,4.6294443793692
2025-01-04,"LEAR",8.18995833333333,7.47258333333333,7.25257567086271,6.35216974876296,6.89584491146247,7.46938573491275,7.47017560439042,7.25814695996649
2025-01-04,"PLYM",6.05245833333333,11.161625,10.0982366489336,8.34021521616765,8.94484526753513,9.27898801987645,9.27994843774586,9.72474523304031
2025-01-04,"SHDG",10.3046666666667,5.5415,6.14225689812685,6.42280483951698,6.28799236625525,6.12894210790468,6.12933279820955,6.45907627110858
2025-01-04,"SHE",11.261,4.57641666666667,5.33374617868621,5.43154168392666,5.80336871869458,5.66409695086118,5.66444977247856,5.74827091938645
2025-01-04,"BEL2",12.8154583333333,7.39579166666667,7.38464073336566,6.59328180305475,7.2049263505771,7.13885298124355,7.13940846669204,7.30352121510349
2025-01-04,"GLKP",5.80883333333333,4.38783333333333,4.67773556663172,4.21936499750868,4.16923695549937,5.5002157993094,5.50050364545552,4.87925236085589
2025-01-04,"LECU",8.918125,7.083375,7.11968131959178,6.5143335639638,6.98685191487589,7.13761724654276,7.13827810647613,7.184984112221
2025-01-04,"SUN2",8.97508333333333,5.27129166666667,5.70345178278035,5.90978964331138,6.19106285779053,5.93550893874039,5.935839146446,5.91708149436965
2025-01-04,"TRAN",6.367,3.70954166666667,4.74180535740032,5.43023376438645,5.62515342157439,5.30868894785929,5.30905672794242,5.45186205016465
2025-01-04,"STOK",9.38183333333333,5.845125,6.44395607962115,6.85653161006223,7.25836473154546,7.00768161984132,7.00866157276228,7.18750257697211
2025-01-04,"BEX",8.16033333333333,9.43795833333333,9.14889145407261,8.26940553117048,9.09704532724916,8.31749797733657,8.31828729961002,8.86896176690206
2025-01-04,"SEND",8.03366666666667,8.14079166666667,8.07711168101651,8.27954983094962,8.67629051305158,7.62143529957058,7.62211755172518,7.97610670530126
2025-01-04,"HUL2",14.2865416666667,8.01,8.05625304814258,6.10376165826481,7.36707074870629,7.46541429144198,7.46601809082766,7.96355198437296
2025-01-04,"PEMB",2.948125,2.38408333333333,3.6190168288865,3.38134493718721,3.90861038611543,4.38159208688242,4.38168032743711,4.11350806088863
2025-01-04,"WFEN",9.87916666666667,6.91425,6.65420672767233,6.26587609217707,6.38537625452906,6.90432086105517,6.90485540902315,6.5353906903583
2025-01-04,"OSY",6.785625,5.606375,6.05615634126859,6.5134831117656,7.13609512779138,6.21522253045495,6.21565914275005,6.22387875124432
2025-01-04,"ACTH",1.97520833333333,2.068625,2.62350875876681,2.57862609289671,2.50491774679806,4.20760089305193,4.20765937844945,2.98624917800004
2025-01-04,"COPP",8.462125,5.457,5.64163068056043,6.09259792915888,5.87543429297863,6.46686078381517,6.46754658433787,6.03403794277259
2025-01-05,"EB",5.06591666666667,7.49991666666667,7.61460028344066,7.96830954432067,8.36691873513992,8.10152290991852,8.10164052519681,8.52804807820839
2025-01-05,"IMGM",3.24783333333333,11.9182916666667,10.1977464921116,8.76164960374615,9.50190985711025,10.4354936292384,10.4359468282616,10.1355192710325
2025-01-05,"PRES",2.41945833333333,5.81175,6.22794662607956,8.26817644047695,8.56216242246068,7.30366560459634,7.30372901442499,7.47699072669972
2025-01-05,"BIRR",4.62270833333333,11.1037083333333,10.2160333219042,10.9707962864341,11.8230985551494,9.89167651800796,9.89197837192734,10.3402730186347
2025-01-05,"BLC2",2.42245833333333,5.75075,6.30567583266457,7.74823212609969,8.25241891059356,7.08391964682389,7.08383061867987,7.44189665358146
2025-01-05,"BOTR",4.76029166666667,14.4605833333333,12.1992617767166,10.5925984650448,10.5246675869168,11.6680873979066,11.66864671041,11.2895417237877
2025-01-05,"GHSR",4.83395833333333,5.88458333333333,5.77379252167011,4.8762274870568,5.53460306748145,7.19507337190714,7.19502639694845,6.69553439451216
2025-01-05,"LEAM",4.99808333333333,8.72741666666667,8.20061713287663,8.61307012608763,9.18220867475464,8.89235376986116,8.89267686604172,8.8532903409291
2025-01-05,"NPT3",3.64391666666667,10.6899583333333,9.51416607320939,9.24049314847195,10.1081477003398,10.1048909151299,10.1055016665905,10.0299582938107
2025-01-05,"REA1",2.11970833333333,15.6466666666667,13.4270967182455,13.339209450696,13.2727161062071,12.4274248282256,12.4281788971364,12.3476644080312
2025-01-05,"SOUT",3.07108333333333,13.5024166666667,11.6336194575673,10.6371509356637,11.6460144233179,11.7185909317154,11.7195162164804,11.9009995963988
2025-01-05,"WREX",4.664,8.49841666666667,7.87756181030863,8.70722734882605,9.35496093054608,8.31093028085766,8.31087305472596,8.2472483797101
2025-01-05,"LEAR",3.86495833333333,8.18995833333333,7.75174680115228,8.24391490471002,9.01259549525724,8.59263315671533,8.59290296851543,8.47250887459968
2025-01-05,"PLYM",8.335375,6.05245833333333,6.99240953505893,7.84070084375197,8.13378001901573,7.82224497215501,7.82263518526783,8.39901889405872
2025-01-05,"SHDG",4.029125,10.3046666666667,9.47358356915958,10.6927409358979,11.0942893766801,9.50741528770395,9.50768626724176,9.73244528835664
2025-01-05,"SHE",3.79316666666667,11.261,9.88065644580043,10.5201884278759,11.3156684195615,9.91295595996241,9.91322104322254,9.87175132224391
2025-01-05,"BEL2",3.154625,12.8154583333333,10.845310823538,8.3219305626723,9.21022069672781,10.9617820746738,10.9623446909324,10.9609796548496
2025-01-05,"GLKP",4.85266666666667,5.80883333333333,5.63818397495969,4.79330188706578,5.56539950923539,7.09561098200593,7.09551139700655,6.5025928686901
2025-01-05,"LECU",2.62679166666667,8.918125,8.38736756558455,9.01578725070576,9.7312174607905,8.93210801299503,8.93239752503665,8.99881380159499
2025-01-05,"SUN2",4.90666666666667,8.97508333333333,8.27303377547623,8.6327485084589,9.31879543298793,8.80045823056891,8.80062458791463,8.70032709022246
2025-01-05,"TRAN",3.90029166666667,6.367,6.58891340447813,7.9878329271465,9.06093221140969,7.32209270034677,7.32198162393469,7.53179751341012
2025-01-05,"STOK",3.02275,9.38183333333333,8.90688322642451,9.94275875045587,10.8205846329645,9.06034700753912,9.06057974789008,9.4278820748161
2025-01-05,"BEX",2.68870833333333,8.16033333333333,8.25756658143068,10.9871108348661,11.6160597012127,8.75193500408789,8.75234046138326,9.33747369563062
2025-01-05,"SEND",2.60229166666667,8.03366666666667,8.00035426418122,9.06491438725216,9.59398326957419,8.57168608828895,8.57199259231763,8.95331871103722
2025-01-05,"HUL2",2.54129166666667,14.2865416666667,12.4925362095084,10.4774664610382,11.285190980142,11.771969184285,11.7726696207406,12.0609045342418
2025-01-05,"PEMB",0.884541666666667,2.948125,3.98220669292744,5.16775648872417,5.49193467967406,5.44823203037832,5.44780779108184,5.26821072420237
2025-01-05,"WFEN",1.09721739130435,9.87916666666667,8.64275766229967,9.35362618840208,9.6170254907701,9.41074584720349,9.41108547506339,8.97656387476068
2025-01-05,"OSY",3.05508333333333,6.785625,6.82052210715144,7.6924594134887,8.03381843173862,7.70555959578864,7.70560826375538,7.7430941062963
2025-01-05,"ACTH",2.16691666666667,1.97520833333333,2.56282062462462,2.20350824422979,3.16849721251021,4.92046489216371,4.9199558558821,3.81444466059799
2025-01-05,"COPP",4.41925,8.462125,7.81483148015768,9.02570788904742,8.97274547728278,8.55345867071343,8.55360495822064,8.21412939167856
2025-01-06,"EB",3.99866666666667,5.06591666666667,5.99780483224268,5.0582523855355,5.84997308401679,4.19757040208369,4.19831789901531,4.56392231676892
2025-01-06,"IMGM",1.91229166666667,3.24783333333333,4.31466906979999,4.1381745982748,3.37956530125754,3.65601864337221,3.65695817808848,3.38001197710153
2025-01-06,"PRES",2.37333333333333,2.41945833333333,3.86627518909076,4.40029959186307,5.03366844153396,2.68826748168495,2.68872622323033,2.91230993726851
2025-01-06,"BIRR",2.720125,4.62270833333333,5.64222501287051,4.70563620331968,5.24003043674282,4.28991439086507,4.29088554363975,4.67182359593858
2025-01-06,"BLC2",2.44104166666667,2.42245833333333,4.06230542265225,4.06645972842374,5.77306335567452,2.68439187149427,2.68484653708407,3.02450530379139
2025-01-06,"BOTR",1.82991666666667,4.76029166666667,5.25619694567789,4.89822834160906,5.40858245944083,4.65866658882183,4.65988155616888,4.22899710599235
2025-01-06,"GHSR",2.121625,4.83395833333333,5.06607910936676,3.19005299847965,3.95666491875924,3.93498438849802,3.93560387635575,3.35442290196307
2025-01-06,"LEAM",1.76195833333333,4.99808333333333,5.6028257015383,4.51431725636749,4.91421815085249,4.27172485611855,4.27255389211213,4.2333580675741
2025-01-06,"NPT3",2.87920833333333,3.64391666666667,4.85628288879543,3.7781048039378,4.63606305721553,3.75040146077786,3.75128055847412,3.79525284015692
2025-01-06,"REA1",2.35358333333333,2.11970833333333,3.53541082766725,4.19016577610077,5.09355501441224,3.40760599971203,3.40873375718348,3.41773442361494
2025-01-06,"SOUT",3.58691666666667,3.07108333333333,4.8500891898975,4.69433177212289,5.99655559998202,3.70589337496192,3.70693238745561,4.08911852458091
2025-01-06,"WREX",2.158,4.664,5.25430635803336,4.34515229195179,4.83350411414814,4.0797827012589,4.08057417329236,3.85908470526359
2025-01-06,"LEAR",1.92216666666667,3.86495833333333,4.74228154448401,4.03636737802224,4.53575326893157,3.64195103140381,3.64266940508625,3.55069112668497
2025-01-06,"PLYM",3.628125,8.335375,8.38017880246386,6.66053215722106,7.47503349663303,5.74845417768967,5.74931113094999,6.32667742463496
2025-01-06,"SHDG",1.74920833333333,4.029125,5.08451201395951,5.60862655713598,5.2385974692997,3.91405764723941,3.91493461077502,4.1009973700284
2025-01-06,"SHE",2.48920833333333,3.79316666666667,4.8009728869003,5.35349506387821,4.85668623783922,3.87777303414326,3.87870171993216,3.77534982891503
2025-01-06,"BEL2",2.69854166666667,3.154625,4.67648919315355,4.73648779130413,5.24475885593702,3.6878062100895,3.68880252828607,3.73808909224498
2025-01-06,"GLKP",1.52720833333333,4.85266666666667,4.99191462021215,3.08898715541416,3.84061001961219,3.93786787989492,3.93848327207948,3.24118949570314
2025-01-06,"LECU",2.07841666666667,2.62679166666667,4.04048829831518,4.16378337548002,4.86635926040118,3.07060434156604,3.07129386173724,3.19422252224329
2025-01-06,"SUN2",1.88183333333333,4.90666666666667,5.45048565552245,4.28381573010541,3.49709356878569,4.2467591462406,4.24759962315384,4.0707686555706
2025-01-06,"TRAN",2.906875,3.90029166666667,4.87438913324381,4.10557141312397,4.730894932797,3.49822752862455,3.49882059243944,3.61361927363975
2025-01-06,"STOK",2.72008333333333,3.02275,4.4784832866166,4.89973491317397,5.41953660590983,3.31517103259879,3.3159185325262,3.68691195021461
2025-01-06,"BEX",2.87341666666667,2.68870833333333,4.44033112011034,5.65440134589493,5.2517291843467,3.03511934124178,3.03575981550165,3.75127195876605
2025-01-06,"SEND",3.40408333333333,2.60229166666667,4.10865470886031,4.8118999482151,4.86783519664691,2.9794823219037,2.9801083600712,3.45264956372496
2025-01-06,"HUL2",2.20429166666667,2.54129166666667,4.19094951284851,4.22878987258761,4.31197564333589,3.50338463795419,3.50444437823392,3.88370799344165
2025-01-06,"PEMB",2.68879166666667,0.884541666666667,2.65345281788191,2.35255690894835,4.3043482064979,1.64555001725633,1.64570938851361,1.42561993541224
2025-01-06,"WFEN",1.66170833333333,1.09721739130435,2.75275959398804,3.75385739646505,3.83956487848494,2.37024969386851,2.37090787393789,2.03770663645753
2025-01-06,"OSY",4.50075,3.05508333333333,4.4024611886019,4.76471439039393,3.67177803740143,3.1012443126954,3.10181219012625,3.13336148663199
2025-01-06,"ACTH",0.729166666666667,2.16691666666667,2.68736393648377,1.52825762750305,1.74073795542076,2.21787203407168,2.21804597880965,1.01963556949392
2025-01-06,"COPP",2.52845833333333,4.41925,4.89116634720257,5.33623074108331,5.88442400157716,3.95084005816909,3.95161321256619,3.55736186714309
2025-01-07,"EB",2.80666666666667,3.99866666666667,5.28887921790781,4.27586374050286,4.81853420670255,4.38976875960997,4.39104089393377,4.65956484850349
2025-01-07,"IMGM",4.78691666666667,1.91229166666667,3.40847764096668,3.029787287196,2.53490679271635,3.15662609531792,3.1576364867888,2.9940343933257
2025-01-07,"PRES",3.88183333333333,2.37333333333333,3.8341635354551,3.6197783912574,3.51004329909004,3.31989094659211,3.32087308133761,3.44500972502709
2025-01-07,"BIRR",4.13329166666667,2.720125,4.29952304425008,3.97713196003127,3.88705995577551,3.6936682676057,3.69482696194528,4.13683284535459
2025-01-07,"BLC2",3.34225,2.44104166666667,4.07483115786257,3.80620534034163,3.7028198419647,3.35493688950041,3.35592359897588,3.59195218389894
2025-01-07,"BOTR",3.19191666666667,1.82991666666667,3.15875654868758,3.27773380466225,3.04733639452206,3.24861439292586,3.24972533008015,3.01757876828832
