"date","EB","IMGM","PRES","BIRR","BLC2","BOTR","GHSR","LEAM","NPT3","REA1","SOUT","WREX","LEAR","PLYM","SHDG","SHE","BEL2","GLKP","LECU","SUN2","TRAN","STOK","BEX","SEND","HUL2","PEMB","WFEN","OSY","ACTH","COPP"
2023-01-01,7.11475,5.055125,3.40129166666667,6.57725,4.619625,6.52229166666667,2.221,5.4855,8.32254166666667,6.125,10.04825,5.32733333333333,5.30475,10.579875,4.69433333333333,4.53129166666667,7.24641666666667,2.20733333333333,5.50904166666667,2.59233333333333,3.344125,5.52679166666667,7.908875,6.58716666666667,5.60933333333333,9.58916666666667,5.73120833333333,7.36345833333333,1.22833333333333,5.58475
2023-01-02,7.170875,6.01325,5.71554166666667,8.092625,6.656875,6.66175,3.31179166666667,5.20533333333333,9.817375,9.66666666666667,10.1768333333333,7.7555,5.80679166666667,6.66575,6.09375,6.57533333333333,15.1150833333333,3.54841666666667,6.12320833333333,3.08775,5.79804166666667,5.61816666666667,7.33508333333333,6.68241666666667,6.31395833333333,2.93341666666667,4.199125,4.68058333333333,1.268625,6.419125
2023-01-03,6.54766666666667,5.0905,3.45625,4.70908333333333,5.21320833333333,4.514625,2.73491666666667,3.90525,7.27004166666667,6.875,8.359875,4.19316666666667,3.64479166666667,12.074625,6.40041666666667,8.37575,4.0605,3.01791666666667,4.19916666666667,8.96520833333333,3.98883333333333,4.85358333333333,6.37966666666667,4.84083333333333,6.21954166666667,5.36375,4.66404166666667,5.56504166666667,1.27945833333333,3.456125
2023-01-04,10.55625,3.74908333333333,8.34704166666667,5.36175,12.31525,4.641375,3.70875,4.9735,11.7807083333333,7.91666666666667,10.4490833333333,4.758875,4.94695833333333,15.608375,3.65575,4.09008333333333,5.336125,3.38533333333333,4.25908333333333,2.93141666666667,5.35479166666667,4.98560869565217,6.37975,5.72720833333333,4.148,14.4349583333333,6.14291666666667,6.89270833333333,1.79833333333333,4.07329166666667
2023-01-05,8.526,4.39183333333333,6.516375,5.686,7.19341666666667,4.62266666666667,3.82370833333333,5.53954166666667,6.15375,4.38461538461539,8.8345,4.64033333333333,5.11595833333333,9.28958333333333,3.58108333333333,4.15470833333333,7.622875,3.87579166666667,5.10229166666667,3.48575,4.30529166666667,4.85366666666667,7.295625,6.86525,5.45691666666667,8.85533333333333,6.49279166666667,8.26154166666667,1.55379166666667,3.87583333333333
2023-01-06,3.95745833333333,3.25858333333333,5.9405,8.59866666666667,6.87686956521739,3.77758333333333,5.70370833333333,2.71633333333333,4.21679166666667,2.5,4.22966666666667,4.48891666666667,3.14966666666667,8.54866666666667,4.53716666666667,4.90881818181818,7.68575,5.69875,2.99729166666667,5.786125,4.47029166666667,4.644375,2.264125,2.25241666666667,4.62466666666667,4.61183333333333,2.40670833333333,2.92745833333333,3.336375,3.7825
2023-01-07,7.19341666666667,2.6995,2.265125,3.150625,2.917625,2.63866666666667,3.02570833333333,3.20075,5.02270833333333,3.625,7.77420833333333,2.65533333333333,3.636,12.0617083333333,2.11383333333333,2.31529166666667,4.718,3.08279166666667,2.77525,2.90491666666667,2.53641666666667,3.012,5.34195833333333,4.9725,2.9285,6.06033333333333,3.469,6.6805,1.85441666666667,2.32320833333333
2023-01-08,7.408625,3.96620833333333,3.08783333333333,4.090125,4.143125,3.80208333333333,6.47508333333333,3.630125,4.282625,2.95833333333333,5.81958333333333,3.66558333333333,4.04683333333333,6.641125,3.31475,3.01691666666667,7.55904166666667,6.77475,3.85220833333333,3.79225,3.263625,3.93766666666667,5.26333333333333,5.565125,4.70529166666667,4.460625,3.25975,6.62345833333333,4.22175,3.40020833333333
2023-01-09,4.92920833333333,4.95379166666667,8.18491666666667,5.81466666666667,9.29054166666667,4.92541666666667,3.27341666666667,4.93716666666667,6.30108333333333,4.54166666666667,6.59295833333333,4.92941666666667,4.86641666666667,8.32645833333333,4.65791666666667,4.76404166666667,5.82841666666667,3.45320833333333,5.06883333333333,3.604625,7.842,5.46095833333333,5.01970833333333,4.49683333333333,6.23725,7.29566666666667,4.01825,4.45254166666667,1.90154166666667,4.73575
2023-01-10,7.54429166666667,4.058625,5.397,4.738625,7.29454166666667,4.16770833333333,4.21383333333333,4.10866666666667,6.815,4.46153846153846,9.552,3.745,3.86791666666667,12.3723333333333,3.442375,4.25808333333333,4.61875,4.65108333333333,4.49483333333333,4.23945833333333,4.08904166666667,4.33475,5.786125,5.70370833333333,4.77004166666667,7.37225,4.47820833333333,7.013625,2.334875,3.33045833333333
2023-01-11,10.7074583333333,4.714125,8.22133333333333,4.80341666666667,9.813375,4.89879166666667,6.55175,4.68079166666667,8.133875,NA,8.100375,5.355875,4.24916666666667,13.7904166666667,4.78983333333333,6.02704166666667,6.57833333333333,6.513375,4.45570833333333,4.53820833333333,6.215625,5.840125,5.7115,5.25658333333333,6.46325,8.964375,4.472375,5.98854166666667,3.79229166666667,5.18379166666667
2023-01-12,10.964,4.10970833333333,8.11029166666667,4.90183333333333,10.3970416666667,6.07220833333333,5.55525,4.39475,6.89466666666667,NA,7.86470833333333,5.88233333333333,4.16183333333333,12.2799583333333,4.22266666666667,5.18770833333333,7.365375,5.53958333333333,4.42895833333333,3.61633333333333,6.1595,6.64995833333333,5.31441666666667,5.07075,4.64829166666667,9.42120833333333,3.83645833333333,5.71541666666667,2.921625,5.22216666666667
2023-01-13,8.7595,4.84770833333333,8.95254166666667,6.29529166666667,10.4688333333333,5.21629166666667,3.66945833333333,5.71141666666667,8.26841666666667,7.5,9.12745833333333,5.87570833333333,5.67420833333333,10.454,4.94908333333333,4.96566666666667,5.30666666666667,3.46004166666667,5.76070833333333,3.32945833333333,8.34916666666667,6.12520833333333,7.41595652173913,6.60675,5.20741666666667,7.7485652173913,4.96854166666667,6.59783333333333,1.80320833333333,5.49920833333333
2023-01-14,NA,2.91370833333333,4.74158333333333,2.614,5.58379166666667,2.582625,2.05683333333333,2.345875,4.02125,2.91666666666667,4.93225,2.558,2.389,8.21829166666667,2.50979166666667,4.27675,3.36075,1.88883333333333,2.57266666666667,3.70083333333333,3.68416666666667,3.007125,3.64770833333333,3.6065,3.468,3.54175,2.62675,4.48208333333333,0.724333333333333,2.5865
2023-01-15,NA,3.90033333333333,6.996,4.25808333333333,8.37954166666667,3.79325,4.27279166666667,4.63345833333333,6.61958333333333,4.45833333333333,4.74058333333333,11.1429166666667,4.99704166666667,5.20825,6.21479166666667,7.82341666666667,4.87325,3.966125,4.49583333333333,3.91520833333333,6.92716666666667,3.684125,4.39470833333333,4.09495833333333,5.62979166666667,5.790125,3.67929166666667,4.157875,1.66475,3.639125
2023-01-16,NA,6.10158333333333,6.370875,7.88229166666667,4.363125,7.901,2.45279166666667,7.155125,7.88533333333333,7.45833333333333,5.794125,5.63970833333333,7.28783333333333,5.63866666666667,5.98658333333333,8.191875,4.585375,2.22195833333333,7.86266666666667,3.80108333333333,6.52425,8.47579166666667,6.08883333333333,4.82316666666667,8.357,3.7244347826087,6.30308333333333,3.73520833333333,1.38958333333333,4.86925
